timestamp,amount
1520427600000,-18506.774081498
1520431200000,-18456.465093404
1520434800000,-18435.788770434
1520438400000,-18708.672144693
1520442000000,-18820.685738493
1520445600000,-19501.821388819
1520449200000,-19826.504595849
1520452800000,-19938.945110038
1520456400000,-20015.474630696
1520460000000,-20376.364834442
1520463600000,-20616.230689311
1520467200000,-20636.571543869
1520470800000,-20667.223380541
1520474400000,-20879.028135352
1520478000000,-20513.228369573
1520481600000,-20485.328875194
1520485200000,-20439.355528715
1520488800000,-20393.390220323
1520492400000,-20421.378592901
1520496000000,-20419.664022905
1520499600000,-20558.09994271
1520503200000,-20802.631829262
1520506800000,-20985.949386469
1520510400000,-21181.040585471
1520514000000,-21336.180259647
1520517600000,-21378.735228909
1520521200000,-21499.928136973
1520524800000,-21610.496045879
1520528400000,-21085.219943254
1520532000000,-19907.6154794
1520535600000,-19369.263661315
1520539200000,-19170.508015525
1520542800000,-19044.946135126
1520546400000,-18982.685421285
1520550000000,-18421.046695227
1520553600000,-18295.622247216
1520557200000,-18550.411649215
1520560800000,-18812.745190259
1520564400000,-18659.81735516
1520568000000,-18394.790661559
1520571600000,-18005.824207861
1520575200000,-17833.36801833
1520578800000,-17830.725630611
1520582400000,-18272.009496433
1520586000000,-18658.557519839
1520589600000,-18516.640806125
1520593200000,-18547.409272864
1520596800000,-18586.206210563
1520600400000,-18811.428731784
1520604000000,-18779.437849974
1520607600000,-18889.698540759
1520611200000,-19043.202752751
1520614800000,-19079.549542229
1520618400000,-19151.997660619
1520622000000,-19510.763868131
1520625600000,-19568.485520579
1520629200000,-19314.216001114
1520632800000,-19136.126986728
1520636400000,-18875.515327721
1520640000000,-19269.280053672
1520643600000,-19377.030169623
1520647200000,-19604.606984784
1520650800000,-19468.610063077
1520654400000,-19416.54570365
1520658000000,-19469.034340314
1520661600000,-19356.50904899
1520665200000,-19582.344400266
1520668800000,-19870.747807441
1520672400000,-20105.968293221
1520676000000,-20110.950356609
1520679600000,-20119.697225862
1520683200000,-20180.018138309
1520686800000,-20253.04874487
1520690400000,-20213.008815801
1520694000000,-20208.421813689
1520697600000,-20198.24392592
1520701200000,-20386.86493227
1520704800000,-20688.907154564
1520708400000,-20867.193455594
1520712000000,-20963.588868315
1520715600000,-20953.394171494
1520719200000,-20928.564556382
1520722800000,-20889.105249999
1520726400000,-20901.442264975
1520730000000,-20656.464542347
1520733600000,-20622.984355108
1520737200000,-20877.023426711
1520740800000,-21101.119082897
1520744400000,-21165.594768738
1520748000000,-21209.850853201
1520751600000,-21452.371851602
1520755200000,-21614.976417029
1520758800000,-21848.333530544
1520762400000,-22249.189923879
1520766000000,-22116.831617488
1520769600000,-22130.409936159
1520773200000,-21693.638581834
1520776800000,-21363.612433878
1520780400000,-21176.044626579
1520784000000,-20798.490329002
1520787600000,-20257.479940481
1520791200000,-19288.918510564
1520794800000,-18681.004836003
1520798400000,-18242.471594803
1520802000000,-17908.328616008
1520805600000,-17359.738081143
1520809200000,-17086.033160311
1520812800000,-17085.87062829
1520816400000,-17009.83433642
1520820000000,-17059.404175845
1520823600000,-17100.664229428
1520827200000,-16689.847464774
1520830800000,-16476.973092929
1520834400000,-16365.476717506
1520838000000,-16321.381506101
1520841600000,-16489.885124119
1520845200000,-16474.39424556
1520848800000,-16294.363708787
1520852400000,-16211.916600261
1520856000000,-16256.742613264
1520859600000,-16286.608013882
1520863200000,-16357.273331792
1520866860000,-15909.505533475
1520870400000,-16485.142318765
1520874000000,-16990.862988147
1520877600000,-17403.372874858
1520881200000,-18056.43642341
1520884800000,-18874.74490133
1520888400000,-19158.097703597
1520892000000,-19587.129572738
1520895600000,-20078.701973616
1520899200000,-20789.46603471
1520902800000,-21100.992862471
1520906400000,-21439.578423824
1520910000000,-21837.374301178
1520913600000,-21594.760374944
1520917200000,-21704.919096656
1520920800000,-21675.747662975
1520924400000,-21905.202294819
1520928000000,-22014.347296794
1520931600000,-21843.327671585
1520935200000,-21949.265446261
1520938800000,-22107.874156693
1520942400000,-22221.748780548
1520946000000,-22492.442582696
1520949600000,-22185.149092026
1520953200000,-22215.715605083
1520956800000,-22325.835361673
1520960400000,-21958.418519151
1520964000000,-21719.223477923
1520967600000,-21746.460757112
1520971200000,-21731.685810371
1520974800000,-21718.414208116
1520978400000,-21875.393441662
1520982000000,-22018.956857431
1520985600000,-22228.103334439
1520989200000,-22072.119487372
1520992800000,-22007.174319468
1520996400000,-22080.446532682
1521000000000,-22256.740673997
1521003600000,-22313.325910858
1521007200000,-22498.067745502
1521010800000,-22529.352679885
1521014400000,-22833.641414398
1521018000000,-23275.067326737
1521021600000,-23966.690520466
1521025200000,-24505.189605176
1521028800000,-24827.202056505
1521032400000,-24774.872877048
1521036000000,-24955.766247757
1521039600000,-25084.786410099
1521043200000,-25432.839251324
1521046800000,-26094.87855767
1521050400000,-26517.235170394
1521054000000,-26620.850834855
1521057600000,-26884.912108535
1521061200000,-26956.207038923
1521064800000,-26636.03735155
1521068400000,-26909.189735791
1521072000000,-27268.732000316
1521075600000,-27358.507769144
1521079200000,-27123.270953313
1521082800000,-26894.286875463
1521086400000,-27029.685956819
1521090000000,-27337.138698965
1521093600000,-27600.40059042
1521097200000,-27222.194180424
1521100800000,-27254.174137915
1521104400000,-27171.283196459
1521108000000,-27481.389459275
1521111600000,-27549.366829931
1521115200000,-27513.058859394
1521118800000,-27638.019011191
1521122400000,-27771.179541947
1521126000000,-28081.859257536
1521129600000,-27639.669279886
1521133200000,-26726.774887762
1521136800000,-26718.075261253
1521140400000,-26714.796471404
1521144000000,-26581.244464158
1521147600000,-26793.740119758
1521151200000,-26912.650708132
1521154800000,-26855.83914975
1521158400000,-26948.133239534
1521162000000,-27115.91613039
1521165600000,-27446.872131415
1521169200000,-28304.261045145
1521172800000,-28434.695126986
1521176400000,-28065.27530424
1521180000000,-28240.864789837
1521183600000,-27802.030927381
1521187200000,-27741.443716455
1521190800000,-27890.067852661
1521194400000,-27691.295687661
1521198000000,-27792.613451865
1521201600000,-27688.42643425
1521205200000,-27137.398559431
1521208800000,-26255.566369832
1521212400000,-26150.917066744
1521216000000,-26276.956427936
1521219600000,-26326.080703034
1521223200000,-26286.777823317
1521226800000,-26038.496471985
1521230400000,-25951.710429195
1521234000000,-25841.376663801
