,Pos_Change_Signal,acf_value,acf_pval,df_pval,Y_5,Y_10,Y_20
2018-02-28 19:19:00,-1,0.035197188,0.978817307,0.000216639,0.003383939,0.002612345,0.142665431
2018-02-28 19:20:00,-1,0.024897743,0.989342346,1.32311E-05,0.003732033,0.001762947,0.137233337
2018-02-28 21:41:00,-1,-0.069194591,0.835828215,0.000182831,0.002079634,0.000861193,0.196296285
2018-02-28 21:43:00,-1,0.083274953,0.815964102,1.24907E-05,0.001302795,-0.001434293,0.02340734
2018-02-28 21:44:00,-1,0.074986072,0.869041439,2.93526E-07,-0.000865467,-0.002169515,-0.121668246
2018-02-28 21:53:00,-1,-0.005119525,0.73647718,2.17251E-07,0.000433873,0.002099005,-0.41134049
2018-02-28 21:56:00,-1,0.087280273,0.896347876,7.3586E-07,0.002365896,0.002928786,-0.452355195
2018-02-28 21:57:00,-1,0.118987053,0.816622221,1.52708E-07,0.002937228,0.002896071,-0.489942487
2018-02-28 21:59:00,-1,0.208781799,0.502610545,1.23886E-06,0.00267614,0.003057307,-0.472392962
2018-02-28 22:00:00,-1,0.182931818,0.561417617,1.29303E-06,0.002031556,0.000951377,-0.406340564
2018-02-28 22:01:00,-1,0.210388201,0.57191015,4.59488E-06,0.000561561,0.000883289,-0.457157565
2018-02-28 22:44:00,-1,0.112746555,0.05398891,7.21934E-15,0.002283855,0.004500279,0.600750535
2018-02-28 22:46:00,-1,-0.292982176,0.083690638,7.58419E-09,0.000114171,0.00279268,0.255295044
2018-02-28 22:47:00,-1,-0.240847174,0.02099928,5.47856E-10,0.000737397,0.002927109,-0.117183887
2018-02-28 22:48:00,-1,-0.206756088,0.017747658,2.34326E-09,0.002157065,0.002382313,-0.147710643
2018-02-28 22:50:00,-1,-0.200144445,0.014447725,3.14422E-10,0.001812077,0.0029859,0.317257098
2018-02-28 22:51:00,-1,-0.191908706,0.010515491,2.71792E-10,0.002678203,0.002599171,-0.195625703
2018-02-28 22:52:00,-1,-0.192624173,0.009371673,4.36462E-11,0.002188098,0.001913153,-0.287481625
2018-02-28 22:53:00,-1,-0.202123964,0.007201461,4.84018E-11,0.000224763,0.001664695,0.021013128
2018-02-28 23:31:00,1,0.141549768,0.007769435,2.57514E-14,0.000142423,-0.002404582,0.15123472
2018-02-28 23:32:00,1,0.168180814,0.004495046,2.6204E-14,0.000892034,-0.003195682,0.43752813
2018-02-28 23:37:00,1,0.08447267,0.03109357,4.51638E-14,-0.004084073,-0.004043552,0.22725386
2018-02-28 23:38:00,1,0.073577691,0.052991218,2.35874E-13,-0.003777832,-0.003882249,-0.101013973
2018-02-28 23:39:00,1,0.19765516,0.024709614,1.02367E-11,0.001266059,0.001782401,-0.285872647
2018-02-28 23:53:00,1,-0.307533176,0.29141154,6.62684E-06,-0.000497109,-0.002476824,0.357020295
2018-02-28 23:54:00,1,-0.391408745,0.101577265,7.78905E-07,-0.000860635,-0.001802682,0.785236617
2018-02-28 23:55:00,1,-0.408016456,0.080472956,5.191E-07,-0.001064455,-0.002248036,0.518156983
2018-02-28 23:56:00,1,-0.431450336,0.062084641,3.60794E-07,0.000392633,-0.002696993,-0.375092732
2018-02-28 23:58:00,1,-0.422244316,0.077947698,6.04591E-07,-0.001980699,-0.002507141,-0.151876766
2018-03-01 00:02:00,1,-0.416209217,0.075745027,5.25587E-07,-0.001810592,-0.000425022,-0.190712312
2018-03-01 00:36:00,1,-0.009782299,0.6366247,1.80694E-08,-0.002072366,-0.000908181,-0.380653573
2018-03-01 00:37:00,1,-0.009766231,0.90906552,1.74683E-06,-0.001612668,-0.001184672,-0.40737291
2018-03-01 00:38:00,1,-0.033798865,0.854294258,1.68513E-07,-0.000928865,-0.000780265,-0.459637293
2018-03-01 00:39:00,1,-0.071197943,0.786239552,1.72742E-08,9.02377E-05,0.000667339,-0.277166024
2018-03-01 00:40:00,1,-0.125046604,0.62865265,1.3703E-06,0.000136913,0.000795937,-0.222139292
2018-03-01 00:49:00,1,-0.123387874,0.769064697,2.61103E-07,0.000384594,0.000431197,-0.563093596
2018-03-01 00:51:00,1,-0.068224597,0.969924592,6.87877E-08,0.000850605,-1.1534E-05,-0.636503358
2018-03-01 00:57:00,1,-0.046082307,0.467682749,9.58985E-06,-0.002070889,-0.002242484,-0.710324489
2018-03-01 00:58:00,1,-0.031439132,0.532442681,5.86184E-05,-0.000986383,-0.001792365,-0.561219739
2018-03-01 01:00:00,1,-0.071299806,0.412256407,0.000177807,-0.001809844,-0.001076548,-0.391248103
2018-03-01 01:01:00,1,-0.108511112,0.56940642,2.56699E-05,-0.000594068,-0.000396006,-0.792618114
2018-03-01 01:03:00,1,-0.030772154,0.984753156,4.21322E-05,-0.000806778,-0.00011359,-0.730879796
2018-03-01 01:51:00,1,-0.068140203,0.022527574,1.14748E-11,-0.000401753,0.000579222,-0.55632542
2018-03-01 01:53:00,1,-0.069838547,0.03198184,2.32679E-11,0.000920186,0.000859034,-0.649397657
2018-03-01 01:55:00,1,-0.0346304,0.041225168,7.63318E-12,0.000229865,0.000765518,-0.363038782
2018-03-01 01:58:00,1,-0.057417467,0.018567461,2.92667E-11,-6.10954E-05,0.000651567,-0.153974835
2018-03-01 01:59:00,1,-0.08642171,0.012613997,9.38891E-14,-4.64387E-05,0.000983592,0.325655781
2018-03-01 02:02:00,1,-0.072979134,0.002558495,1.18163E-10,0.000578742,0.000517773,-0.461283379
2018-03-01 02:03:00,1,-0.127934624,0.012941587,1.45579E-10,0.000712706,0.000430603,-0.112026628
2018-03-01 02:05:00,1,-0.013629568,0.016275232,1.36641E-07,9.01768E-05,0.000887224,-0.393778891
2018-03-01 02:07:00,1,-0.091997807,0.010976119,5.74781E-10,-6.0934E-05,0.000488518,-0.148785147
2018-03-01 02:09:00,1,0.026603044,0.010465974,3.81379E-09,-0.00075287,0.00040405,-0.336079322
2018-03-01 02:11:00,1,-0.017869863,0.086345159,6.91721E-08,0.000715218,0.00177915,0.069745798
2018-03-01 02:12:00,1,0.019129066,0.03005764,6.49495E-08,0.000549486,0.001985708,0.100134319
2018-03-01 02:13:00,1,0.036030717,0.02145959,1.16556E-08,0.001928039,0.002652304,-0.447436688
2018-03-01 02:16:00,1,0.002222998,0.067088551,3.06018E-08,0.001063172,0.002242537,0.067819307
2018-03-01 02:18:00,1,-0.100669506,0.142605566,9.70881E-07,0.000722871,0.002040666,-0.311495791
2018-03-01 02:20:00,1,0.010200551,0.092169438,4.01597E-13,0.001494304,0.002654929,-0.150422758
2018-03-01 02:23:00,1,0.149052564,0.010836739,8.45952E-17,0.001316843,0.000539499,-0.665858384
2018-03-01 02:25:00,1,0.116695833,0.015938856,8.02822E-17,0.001158893,-0.000796739,-0.477339298
2018-03-01 02:30:00,1,0.228348713,0.00689619,9.37858E-17,-0.001953368,-0.001464303,-0.501095333
2018-03-01 02:31:00,1,0.238761461,0.00554105,1.88749E-16,-0.001719208,-0.001117311,0.063940632
2018-03-01 02:33:00,1,0.150975507,0.139266595,1.23068E-09,0.001113205,0.001240644,-0.312364111
2018-03-01 02:36:00,1,0.224761519,0.058301362,1.82888E-11,0.000602933,0.001678563,-0.446818627
2018-03-01 02:38:00,1,0.22348818,0.097388943,7.59898E-11,0.000127297,0.00034749,-0.529730638
2018-03-01 02:39:00,1,0.187369334,0.166839059,3.81013E-10,0.000388111,0.001384456,-0.470547005
2018-03-01 02:44:00,1,0.133957242,0.224374458,1.1394E-10,0.000995958,-0.000451655,-0.255347485
2018-03-01 02:46:00,1,0.150553436,0.164484125,2.84923E-10,-0.00130816,-0.000413786,0.419421108
2018-03-01 02:47:00,1,0.112122005,0.175764511,5.40659E-11,0.00028368,-0.001157876,-0.146645053
2018-03-01 02:49:00,1,0.002172943,0.427438477,1.10634E-10,-0.001446173,-0.000899636,-0.387979406
2018-03-01 02:50:00,1,-0.022370704,0.736652806,3.62909E-09,-0.00104756,5.49824E-05,-0.607599149
2018-03-01 02:52:00,1,-0.090109914,0.841971236,1.94606E-06,-0.001441147,0.001857749,0.33349539
2018-03-01 02:53:00,1,-0.130932435,0.434388431,1.16707E-08,-0.000231551,0.004508925,-0.388400388
2018-03-01 02:54:00,1,-0.077560877,0.319758378,5.15383E-10,0.000547329,0.004854594,-0.136832349
2018-03-01 02:56:00,1,-0.117280716,0.355770118,1.03251E-09,0.00295341,0.003784566,0.686405096
2018-03-01 03:01:00,1,-0.084430915,0.226377744,3.35766E-10,0.000828709,0.001411901,0.840806287
2018-03-01 03:05:00,1,0.103049623,0.154548494,1.82806E-10,-0.002800572,-0.000388569,-0.281579834
2018-03-01 03:06:00,1,0.198781882,0.16038128,7.34101E-10,0.000582709,0.002948275,-0.135745131
2018-03-01 03:07:00,1,0.170462107,0.164434648,1.59823E-10,0.00126344,0.002850211,-0.169169256
2018-03-01 03:08:00,1,0.155934029,0.235114612,6.07301E-11,0.001373294,0.003337978,-0.132243345
2018-03-01 03:16:00,1,0.201101027,0.272351262,6.61597E-10,-0.000678902,-0.001590662,-0.392543192
2018-03-01 03:18:00,1,0.220164773,0.228307655,1.08352E-09,-0.001417604,-0.001941012,0.40311314
2018-03-01 03:21:00,1,0.27417478,0.071849487,0.05447599,-0.00091238,-0.001177172,0.305537887
2018-03-01 03:25:00,1,0.219029026,0.189796365,6.58588E-10,-0.001413027,0.000952455,-0.288594197
2018-03-01 03:27:00,1,0.204834702,0.218796717,9.00259E-10,-7.48777E-05,0.001100126,-0.412498236
2018-03-01 03:29:00,1,0.241055133,0.14757235,8.93514E-10,0.000955635,0.000331018,-0.426619038
2018-03-01 03:32:00,1,0.117641857,0.120570948,5.5396E-11,0.001175092,-0.000852517,-0.370980424
2018-03-01 03:35:00,1,0.0313811,0.252976173,1.66643E-11,-0.00049728,-0.002667993,-0.438777206
2018-03-01 03:36:00,1,0.036248621,0.573499577,4.30371E-11,-0.00168835,-0.002312651,-0.37869075
2018-03-01 03:37:00,1,-0.014694729,0.342448412,2.42336E-10,-0.002025229,-0.001821095,0.292234225
2018-03-01 03:38:00,1,-0.020341878,0.351780867,2.79457E-10,-0.000877735,-0.002092015,-0.163240114
2018-03-01 03:40:00,1,0.026587021,0.341198455,2.22359E-10,-0.002171793,-0.002232201,0.088485469
2018-03-01 03:41:00,1,0.02417656,0.345400889,6.15794E-11,-0.000625357,-0.000625241,0.472918696
2018-03-01 03:58:00,1,-0.13496444,0.267221858,2.49733E-08,-0.00012663,0.001887933,0.100526664
2018-03-01 03:59:00,1,-0.16612427,0.247630686,2.24178E-08,0.000662432,0.00155224,-0.361872382
2018-03-01 04:02:00,1,-0.179947885,0.500085084,4.58928E-07,0.000443188,-0.00221882,-0.415221508
2018-03-01 04:08:00,1,-0.328435664,0.143533231,1.91784E-05,-0.004630622,-0.005095856,-0.172713328
2018-03-01 04:10:00,1,-0.225392146,0.410365914,2.76073E-06,-0.003315028,-0.004493948,0.776832178
2018-03-01 04:11:00,1,-0.214144646,0.525942846,5.41185E-07,-0.004151209,-0.00317595,0.193325799
2018-03-01 04:12:00,1,-0.04933924,0.622599703,2.70272E-08,-0.001185425,-0.001623946,0.465197239
2018-03-01 04:36:00,1,0.063250808,0.627903752,2.73163E-08,0.000351314,-0.001241001,-0.481668277
2018-03-01 04:38:00,1,-0.000393141,0.613524206,5.74911E-09,-0.00021867,-0.001537142,-0.38740018
2018-03-01 04:39:00,1,0.036191613,0.397875455,3.30764E-08,-0.000705502,-0.000578779,-0.344496402
2018-03-01 04:41:00,1,0.006314627,0.554660667,1.64086E-08,-0.001591756,-0.001381733,-0.234289903
2018-03-01 04:43:00,1,0.071389021,0.00956862,6.31823E-07,-0.00131876,-0.000506772,0.2335299
2018-03-01 04:44:00,1,0.075955919,0.015492528,5.67154E-07,0.000126812,0.000437964,-0.289850102
2018-03-01 04:45:00,1,0.166040925,0.020159702,3.17451E-15,1.43007E-05,0.00014416,-0.15579941
2018-03-01 04:46:00,1,0.166362077,0.018647359,2.26734E-17,0.000210358,0.001156163,-0.509856215
2018-03-01 04:49:00,1,0.20526558,0.005630761,1.45337E-16,0.000311112,-0.000873166,-0.274955117
2018-03-01 04:54:00,1,0.107316783,0.038917781,2.19425E-13,-0.00118391,-0.000221709,0.461162126
2018-03-01 04:57:00,1,0.015058156,0.025448447,3.41838E-13,-0.000912763,0.000800468,-0.315859337
2018-03-01 04:58:00,1,-0.023464618,0.051614442,7.68863E-13,-0.001152208,0.002059892,-0.216420507
2018-03-01 05:00:00,1,-0.000473173,0.229356623,5.14404E-10,0.003243181,0.003824995,-0.48846453
2018-03-01 05:01:00,1,-0.051883865,0.104690835,2.5201E-11,0.004056852,0.005062393,-0.353457516
2018-03-01 05:06:00,1,-0.135805551,0.79077289,0.005637926,0.001001478,-0.000281217,0.228173379
2018-03-01 05:08:00,1,-0.425010641,0.085156919,9.05121E-07,0.000954462,0.001845676,-0.226080957
2018-03-01 05:12:00,1,-0.244164542,0.282118621,0.000143946,-0.001575665,-0.001630097,0.114997751
2018-03-01 05:14:00,1,-0.235801191,0.089311587,0.000115444,-0.000192497,-0.001088481,-0.345326117
2018-03-01 05:17:00,1,-0.239452405,0.049107809,6.95497E-07,-5.4518E-05,-0.000519355,0.358931907
2018-03-01 05:18:00,1,-0.237465026,0.039921141,1.07062E-06,-0.001096298,-0.000186523,-0.159784436
2018-03-01 05:19:00,1,-0.232399731,0.040257441,9.71127E-07,-0.000896157,9.20166E-05,-0.004014843
2018-03-01 05:21:00,1,-0.232113828,0.041619961,1.61166E-06,-0.001470453,-0.002338852,-0.367103121
2018-03-01 05:22:00,1,-0.25264605,0.046800742,8.08526E-05,-0.000464863,-0.001739046,-0.081752705
2018-03-01 05:23:00,1,-0.238600507,0.072410045,4.21496E-05,0.000910773,-0.000775524,-0.069232872
2018-03-01 05:26:00,1,-0.268900307,0.041374814,4.13287E-05,-0.000869678,-0.00255208,-0.385691198
2018-03-01 05:28:00,1,-0.268415391,0.04732284,2.29596E-05,-0.001684763,-0.002250177,-0.15159134
2018-03-01 05:30:00,1,-0.270447058,0.031043181,5.6034E-05,-0.001452533,-0.003269634,-0.182447891
2018-03-01 05:31:00,1,-0.267340659,0.036290116,5.74948E-05,-0.001683867,-0.001870503,-0.224262851
2018-03-01 05:32:00,1,-0.257345519,0.045046838,5.80191E-05,-0.000347702,-0.001626864,-0.419346612
2018-03-01 05:48:00,1,-0.052262048,0.48977564,7.71112E-09,0.000416624,0.002606052,0.36077877
2018-03-01 05:50:00,1,0.038682675,0.391063224,4.68756E-09,-0.000244049,0.00144499,-0.311745347
2018-03-01 05:52:00,1,0.220725993,0.276153122,5.49411E-09,0.000669192,0.001128529,-0.499197337
2018-03-01 05:53:00,1,0.236556548,0.101492157,2.40219E-11,0.002188517,0.002073634,-0.169397526
2018-03-01 05:55:00,1,0.284203134,0.056233143,4.73133E-12,0.001689451,0.00164348,-0.528792502
2018-03-01 05:58:00,1,0.295372303,0.031818482,2.85941E-12,-0.000114632,-0.001025956,0.227707677
2018-03-01 06:01:00,1,0.128914249,0.201937281,2.0608E-11,-0.001451004,-0.000771384,-0.145456005
2018-03-01 06:03:00,1,0.07910774,0.14002169,4.04272E-12,-0.000911428,-0.00194908,0.063906014
2018-03-01 06:04:00,1,0.089218839,0.118961479,1.44389E-12,-0.001331,-0.001577559,-0.087884351
2018-03-01 06:05:00,1,0.065912315,0.113424214,1.3459E-12,-0.000777479,-0.001534763,0.273614944
2018-03-01 06:08:00,1,0.100734676,0.212783249,3.92338E-11,-0.001038599,-0.003640432,-0.390679461
2018-03-01 06:11:00,1,0.054098213,0.121308089,1.83563E-12,-0.000737541,-0.000424732,0.421130419
2018-03-01 06:12:00,1,-0.002246916,0.134160377,3.25036E-12,-0.000617063,-0.00067459,-0.40980588
2018-03-01 06:13:00,1,-0.019843071,0.167963909,3.39214E-14,-0.002604538,0.000304403,-0.375113002
2018-03-01 06:27:00,1,-0.214023881,0.449660176,5.54895E-08,-0.000866233,-0.001494395,-0.599582372
2018-03-01 06:29:00,1,-0.211532066,0.395335497,9.55249E-06,-0.001746688,-0.002366244,-0.66153904
2018-03-01 06:30:00,1,-0.211131817,0.439999167,1.22892E-05,-0.001297234,-0.001765083,-0.411026818
2018-03-01 06:32:00,1,-0.208889561,0.428355497,1.78274E-05,-0.000628707,-0.002104302,-0.392537048
2018-03-01 06:33:00,1,-0.228483917,0.393586605,1.4272E-05,-0.000247052,-0.000594648,-0.346174286
2018-03-01 08:19:00,-1,0.200294176,0.110045751,4.32864E-11,-0.000301264,0.000504154,-0.380091003
2018-03-01 08:20:00,-1,0.207023758,0.171221506,8.91272E-10,0.000138954,0.001270854,-0.242698379
2018-03-01 08:24:00,-1,0.167517893,0.131629939,8.45219E-11,0.000805661,0.000666342,-0.25008974
2018-03-01 08:25:00,-1,0.178691314,0.112063606,8.33101E-12,0.001131742,0.000318393,0.207577753
2018-03-01 08:26:00,-1,0.128811262,0.15449253,6.34204E-11,-1.7251E-05,0.003502303,0.17862625
2018-03-01 08:29:00,-1,0.105108333,0.140549605,2.16677E-11,-0.000139207,0.005246304,-0.415147111
2018-03-01 09:22:00,1,0.011407452,0.189506094,1.83575E-11,-0.000350861,-0.001515605,-0.628432399
2018-03-01 09:23:00,1,-0.035497108,0.164503842,7.06569E-12,0.000126545,-0.001826271,-0.672133976
2018-03-01 09:24:00,1,-0.054508543,0.094676965,2.03941E-07,0.000860078,-0.003069356,-0.771029476
2018-03-01 09:26:00,1,-0.0322482,0.080246136,1.35597E-07,7.19213E-05,-0.001461442,-0.566170505
2018-03-01 09:29:00,1,-0.075230118,0.073327125,9.29705E-08,-0.003926057,-0.002351082,-0.699949992
2018-03-01 09:31:00,1,-0.06820257,0.097801352,1.93137E-07,-0.001533253,-0.001168034,-0.64444649
2018-03-01 09:32:00,1,-0.049047645,0.080834995,4.44344E-08,0.000256229,-0.000336992,-0.685473906
2018-03-01 10:05:00,-1,0.314812379,0.043168786,7.53281E-14,-0.00218403,-0.003251628,-0.547549221
2018-03-01 10:09:00,-1,0.215298047,0.050090175,3.33935E-13,0.000832891,0.000417896,-0.246625632
2018-03-01 10:11:00,-1,0.154657426,0.146832451,5.75443E-11,-2.61232E-05,0.002145117,-0.392781813
2018-03-01 10:13:00,-1,0.293301945,0.021303096,9.96243E-13,-0.000725037,0.000945564,-0.535976335
2018-03-01 10:16:00,-1,0.345687506,0.00657943,5.04535E-13,0.002171297,0.001155254,-0.388121712
2018-03-01 10:18:00,-1,0.324970507,0.007566874,3.57843E-13,0.001671813,0.000980961,-0.115393545
2018-03-01 10:19:00,-1,0.323319424,0.006906974,2.50577E-13,0.000997891,0.001398208,-0.122784116
2018-03-01 10:20:00,-1,0.320732092,0.007235105,4.93361E-13,-0.000249229,-0.000449192,0.189344585
2018-03-01 10:21:00,-1,0.303617376,0.025114554,1.39206E-11,-0.001013842,-0.000506863,-0.165848445
2018-03-01 10:26:00,-1,0.320366771,0.032184619,1.41591E-10,0.000507493,0.000875704,-0.241543383
2018-03-01 10:28:00,-1,0.332919999,0.023452668,2.90506E-11,0.000724736,0.001380002,-0.517538519
2018-03-01 10:30:00,-1,0.323261112,0.043556347,3.14911E-10,0.000953875,0.001510543,-0.517553906
2018-03-01 10:31:00,-1,0.273755122,0.061096094,8.33685E-11,0.000368024,0.001501075,-0.452890004
2018-03-01 10:32:00,-1,0.281394295,0.0698668,0.030913997,0.00073906,0.001605508,-0.372911686
2018-03-01 11:08:00,-1,-0.208399455,0.100943821,1.94832E-06,0.00282877,0.004428895,-0.581446849
2018-03-01 11:09:00,-1,-0.192078734,0.105752905,1.45783E-05,0.002002643,0.003860261,-0.369355792
2018-03-01 11:10:00,-1,-0.162892322,0.155014632,1.11703E-08,0.001696903,0.000721039,-0.428960285
2018-03-01 12:42:00,1,-0.15321313,0.329185978,1.5893E-05,-0.000316799,0.000708106,-0.117890178
2018-03-01 12:43:00,1,-0.139987337,0.348296749,1.54118E-05,0.000705361,0.004874187,0.227615593
2018-03-01 12:45:00,1,-0.134735252,0.278406353,0.00014447,0.000737098,0.010368319,-0.439114561
2018-03-01 12:48:00,1,-0.004140111,0.377790819,2.65572E-08,0.004165887,0.00670915,-0.449918725
2018-03-01 12:50:00,1,-0.07497024,0.667751778,2.92217E-08,0.009624127,0.007592846,-0.422264676
2018-03-01 12:56:00,1,0.353934081,0.15369619,0.856926489,-0.003048616,-0.000324503,-0.146046051
2018-03-01 13:02:00,1,-0.116625305,0.838102855,3.62388E-05,0.001732859,0.001147702,-0.229155068
2018-03-01 13:06:00,1,-0.130482408,0.824080609,3.42925E-05,-0.001406634,-0.0030553,-0.440763341
2018-03-01 13:08:00,1,-0.145293877,0.82371957,2.83201E-05,-0.001418884,-0.000863366,-0.402767262
2018-03-01 13:09:00,1,-0.149538304,0.810800082,2.28061E-05,-0.001926916,-0.001488032,-0.581526696
2018-03-01 13:10:00,1,-0.133963129,0.864673598,2.7535E-05,-0.001747509,-0.001559588,-0.589492139
2018-03-01 13:11:00,1,-0.132145692,0.858671041,2.79954E-05,-0.001650988,-0.00057029,-0.510691505
2018-03-01 13:12:00,1,-0.12531104,0.871489177,3.0473E-05,-0.000482053,-0.000461977,-0.224335338
2018-03-01 13:13:00,1,-0.126637351,0.861676485,3.07649E-05,0.000556307,0.00018262,0.070611264
2018-03-01 13:15:00,1,-0.118715832,0.845465458,6.4485E-05,0.00018825,0.002344562,0.008647179
2018-03-01 13:18:00,1,-0.103944739,0.886035023,5.45915E-05,-0.000373479,0.001534412,-0.284754759
2018-03-01 13:19:00,1,-0.106285444,0.859139384,5.95883E-05,0.00025694,0.00255238,0.419448199
2018-03-01 13:25:00,1,-0.455585762,0.067396127,4.1917E-14,0.00080617,0.002524267,0.015404866
2018-03-01 13:26:00,1,-0.113424046,0.58099194,2.21472E-08,0.001085755,0.001362066,0.180936314
2018-03-01 13:28:00,1,-0.165968184,0.669501659,2.42297E-06,0.000512547,0.002500093,0.165191194
2018-03-01 13:32:00,1,-0.162714267,0.710257433,3.46247E-07,0.000677042,-0.003351189,-0.515260476
2018-03-01 13:33:00,1,-0.152924221,0.733402246,3.43624E-07,0.001986527,-0.00253877,-0.297600515
2018-03-01 13:35:00,1,-0.136336838,0.763912056,2.49861E-07,-0.003492678,-0.001602824,-0.246331836
2018-03-01 13:38:00,1,-0.032215476,0.119296838,1.14454E-11,-0.004516325,-0.003388692,-0.061536932
2018-03-01 13:39:00,1,-0.09298156,0.121500423,1.17327E-05,-0.000592902,0.000946182,0.125158172
2018-03-01 13:40:00,1,-0.178544374,0.060406308,5.80661E-07,0.001896478,0.001277513,0.11450164
2018-03-01 13:41:00,1,-0.192491094,0.129473401,3.10092E-05,0.001488923,0.002569961,0.499191361
2018-03-01 13:49:00,1,-0.132590731,0.244043807,1.69629E-08,0.002562526,0.001227165,-0.46813357
2018-03-01 13:55:00,1,-0.048546483,0.43842251,1.14691E-08,-0.002937907,-0.006119808,-0.356836589
2018-03-01 13:57:00,1,0.033304375,0.570807395,2.53929E-08,-0.002440553,-0.002548522,0.239938428
2018-03-01 13:58:00,1,0.029753333,0.618292013,8.19436E-09,-0.002205756,-0.001787934,0.251758687
2018-03-01 13:59:00,1,0.05159469,0.61228358,1.51552E-08,-0.002184122,-0.000810472,-0.307259837
2018-03-01 14:00:00,1,0.051049465,0.592915396,2.15667E-08,-0.003191276,-0.001234371,0.135394032
2018-03-01 14:01:00,1,0.04861017,0.59613802,2.24855E-08,-0.001593449,-0.002597819,-0.22950857
2018-03-01 14:02:00,1,0.054571802,0.591117028,2.04853E-08,-0.000108233,-0.000974098,0.641725578
2018-03-01 14:03:00,1,0.06804811,0.681371517,6.82429E-08,0.000418745,8.54582E-06,0.436836617
2018-03-01 15:31:00,1,-0.181655384,0.574814415,0.000103673,-0.002393832,-0.002615464,-0.338173837
2018-03-01 15:33:00,1,0.003626155,0.999228765,8.18031E-06,-0.00041818,-0.001604767,-0.276096302
2018-03-01 15:35:00,1,0.121906317,0.750610153,5.76765E-07,-0.002492779,-0.000922101,0.596972241
2018-03-01 15:38:00,1,0.230569514,0.146677052,2.72379E-09,-0.001187084,0.00012537,-0.10954478
2018-03-01 15:45:00,1,0.094432452,0.524040734,6.5443E-09,-0.000207809,0.002130616,-0.187674898
2018-03-01 15:48:00,1,0.206552903,0.172875615,4.14827E-10,-0.001004881,-0.000301829,-0.587846058
2018-03-01 15:49:00,1,0.184426582,0.268711835,9.31793E-10,0.001566586,0.000173749,-0.63313414
2018-03-01 15:50:00,1,0.16985143,0.249451132,1.93256E-09,0.002338911,0.000484306,-0.233087762
2018-03-01 15:52:00,1,0.188075349,0.242265996,1.30975E-09,0.000213643,0.000111094,0.003837142
2018-03-01 15:55:00,1,0.211460529,0.084954709,1.0361E-10,-0.001850278,-0.002705897,-0.516824457
2018-03-01 15:56:00,1,0.204575163,0.112497422,2.12244E-10,-0.000460934,-0.001769988,-0.680191202
2018-03-01 15:58:00,1,0.110289898,0.223262261,7.33216E-10,-0.000649168,-0.001255741,-0.425999163
2018-03-01 16:01:00,1,0.026587895,0.137943372,1.5252E-12,-0.001309657,-0.003700676,-0.585537065
2018-03-01 16:02:00,1,-0.01520274,0.311844838,1.27007E-11,-0.000754788,-0.003021886,-0.392751688
2018-03-01 16:03:00,1,-0.115584639,0.319717944,2.50182E-10,-0.000606967,-0.002492941,0.043901411
2018-03-01 17:15:00,-1,0.160244062,0.700020788,1.77126E-05,-0.000642407,-0.001198507,-0.336275538
2018-03-01 17:16:00,-1,0.192082374,0.653274531,3.83184E-05,-0.001595963,-0.000518699,-0.330598966
2018-03-01 17:19:00,-1,0.208078522,0.656645784,2.83296E-05,0.00051908,0.001133578,-0.610026248
2018-03-01 17:22:00,-1,0.110681477,0.933415658,8.56982E-06,0.001734744,0.001778037,-0.636334207
2018-03-01 17:23:00,-1,0.105744022,0.937044633,8.50177E-07,0.00114534,0.001457034,-0.296063065
2018-03-01 17:25:00,-1,-0.00028878,0.998422179,9.09424E-06,0.001341155,0.001032661,-0.420851581
2018-03-01 17:26:00,-1,-0.018389193,0.915928825,1.001E-05,0.000884737,-0.000184325,0.286470309
2018-03-01 17:28:00,-1,0.010337168,0.855031991,3.40193E-06,0.000311337,-0.000164141,-0.107829728
2018-03-01 17:29:00,-1,0.043037484,0.79277395,3.42005E-06,-0.000290997,0.00056171,-0.428378803
2018-03-01 18:23:00,-1,-0.244057238,0.157285435,1.6212E-06,3.73188E-05,-0.000146519,-0.297258504
2018-03-01 18:35:00,-1,-0.158469921,0.119265971,2.65796E-07,-0.001125281,-0.00129765,-0.457972733
2018-03-01 18:39:00,-1,-0.135071457,0.101418065,3.40889E-07,0.000319139,0.000221385,-0.535379847
2018-03-01 18:40:00,-1,-0.104579677,0.159225671,1.65262E-06,-0.000172563,-0.000149455,-0.588422959
2018-03-01 18:42:00,-1,-0.125627318,0.179922653,1.65727E-06,-0.000523122,0.00028743,-0.098620049
2018-03-01 18:45:00,-1,0.081814465,0.108908055,1.01646E-12,2.31121E-05,-8.61241E-05,-0.160605877
2018-03-01 18:47:00,-1,0.013110582,0.162255799,3.4016E-13,0.000810976,0,0.212438422
2018-03-01 18:50:00,-1,0.22369334,0.018623245,2.07707E-14,-0.000109234,0.000425437,-0.135329052
2018-03-01 18:51:00,-1,0.173451338,0.028822735,3.644E-14,0.000143696,-2.29913E-05,-0.397628449
2018-03-01 18:54:00,-1,0.073788672,0.155261096,8.61568E-12,0.001119041,0.000871644,-0.151945089
2018-03-01 18:55:00,-1,0.045614797,0.260269219,1.15161E-10,0.000534729,0.000807728,-0.209981601
2018-03-01 18:58:00,-1,-0.130623044,0.281685856,8.69878E-10,0.001348829,0.00196141,-0.28906068
2018-03-01 18:59:00,-1,-0.129103166,0.273504579,1.75446E-10,-0.000247121,0.002724075,-0.52414887
