,Pos_Change_Signal,acf_value,skew,kurtosis,Y_5,Y_10,Y_20,Y_60
2018-03-04 13:01:00,1,0.164785979,2.395941976,7.241511364,0.001377158,0.001197008,0.002245945,0.003983519
2018-03-04 13:06:00,1,-0.119386566,1.351353102,0.713122065,-0.000179902,0.001204299,0.001558068,0.002686808
2018-03-04 13:08:00,1,-0.111206411,1.088528613,-0.193943767,-0.001206644,0.000606222,0.001577802,0.003640235
2018-03-04 13:10:00,1,-0.078519898,0.778236623,-0.978390174,-0.000115917,0.000234968,0.002169827,0.003376692
2018-03-04 13:12:00,1,-0.040561895,0.497268358,-1.44969683,0.000676019,0.00069041,0.00087041,0.003545472
2018-03-04 13:16:00,1,-0.002331152,0.035499998,-1.743370644,-0.000336302,0.000353343,0.000993951,0.002535538
2018-03-04 13:18:00,1,-0.031537356,-0.187433874,-1.674569611,-0.000640641,0.000970991,0.001139239,0.002721999
2018-03-04 13:19:00,1,-0.048109624,-0.301927174,-1.614853181,0.000171045,0.001774232,0.000991599,0.00334263
2018-03-04 13:21:00,1,-0.048405943,-0.556217852,-1.37398966,0.000689877,0.001342297,0.001751075,0.002359892
2018-03-04 13:22:00,1,-0.056487584,-0.693990205,-1.173535023,0.000588687,0.000179877,0.001194655,0.002389194
2018-03-04 13:25:00,1,-0.097894932,-1.151651151,-0.011770032,0.000805103,2.30592E-05,0.000402552,0.002227475
2018-03-04 13:26:00,1,-0.105729097,-1.288924743,0.54531897,0.000651971,0.000640382,0.001231397,0.00155576
2018-03-04 13:29:00,1,-0.178651475,-1.408371081,2.382864629,-0.000928838,-0.000781247,-0.000500651,0.001345681
2018-03-04 13:30:00,1,-0.160502692,-1.330044401,3.160287228,-0.000781415,-0.000590374,-0.000364714,0.001285299
2018-03-04 13:31:00,1,0.109196999,-0.389369563,-0.175224403,-1.1581E-05,0.000408229,-0.000915129,0.001210212
2018-03-04 13:34:00,1,0.081720373,-0.303994098,0.003182766,0.000147728,-0.000573416,0.000324306,0.002383809
2018-03-04 13:37:00,1,0.007103123,0.103277355,-0.804693941,-0.00052967,-4.92043E-05,-0.001079717,0.00060203
2018-03-04 13:38:00,1,-0.00819903,-0.022708909,-0.835873056,-0.000474867,-0.000486449,-0.000512509,0.001155316
2018-03-04 13:39:00,1,-0.056062584,-0.151413057,-0.763647747,-0.000721038,0.000280816,0.000697984,0.001520505
2018-03-04 13:41:00,1,-0.139263437,-0.307984083,-0.596418425,0.00017075,-0.001322818,-1.73644E-05,0.000384795
2018-03-04 13:42:00,1,-0.233200507,-0.44440762,-0.440734184,0.000480721,-0.000666174,0.001094537,0.000874564
2018-03-04 13:43:00,1,-0.220097614,-0.549849532,-0.078523748,-1.15876E-05,4.04408E-05,0.001602104,0.0014977
2018-03-04 13:46:00,1,-0.232376987,-0.088634498,-0.841563185,-0.001493313,-0.000610543,-0.000104284,-0.000416674
2018-03-04 13:47:00,1,-0.315711691,-0.059786329,-1.003735583,-0.001146344,-0.001030563,0.001635401,0.000827831
2018-03-04 13:49:00,1,-0.401138774,-0.236908969,-0.807960549,-0.000104234,0.000417052,0.001583777,0.001609951
2018-03-04 13:50:00,1,-0.409376255,-0.365178799,-0.639723992,0.000237556,0.000787607,0.001569538,0.000839728
2018-03-04 14:00:00,1,-0.435883555,-0.131215116,-0.780518997,0.000199756,0.000781316,-0.000419418,0.001145876
2018-03-04 14:03:00,1,-0.493595152,0.203612773,-0.558196476,0.000763444,0.001096055,-0.000457095,0.00071416
2018-03-04 14:05:00,1,-0.545781778,0.186667091,-0.820687365,0.000581444,0.000581444,0.000798285,0.000604586
2018-03-04 14:07:00,1,-0.488276914,0.569209389,0.640726052,-0.000459476,-0.000852488,-0.001670414,0.000907394
2018-03-04 14:08:00,1,-0.35318818,0.663587691,0.406979675,0.000332357,-0.000309237,-0.001395901,0.000988402
2018-03-04 14:09:00,1,-0.356487785,0.625154534,-0.032986202,0.000341231,0.000482765,0.000263064,0.000948185
2018-03-04 14:10:00,1,-0.380930167,0.510585018,-0.422287079,0,-0.001199796,8.09501E-05,0.000858534
2018-03-04 14:13:00,1,-0.420958697,0.311784483,-0.838793195,-0.000641381,-0.001551449,0.000528591,0.001187422
2018-03-04 14:14:00,1,-0.398585979,0.217441786,-0.994005522,0.000141486,0.000135706,2.87826E-05,0.001413123
2018-03-04 14:16:00,1,-0.391771452,0.031609289,-1.097714395,-0.000511445,-0.000624303,-0.000705246,0.001665463
2018-03-04 14:19:00,1,-0.309570188,-0.199285838,-1.181218497,-5.77883E-06,-0.000219595,-0.000826257,0.001401481
2018-03-04 14:21:00,1,-0.263170893,-0.324029836,-0.942417075,-0.000112916,0.000193784,-0.000222823,0.002143198
2018-03-04 14:22:00,1,-0.211414069,-0.4297606,-0.771468375,-0.000749262,0.001102026,-0.00031817,0.001726796
2018-03-04 14:25:00,1,-0.198040914,-0.47571047,-0.411949115,-0.000135736,-0.000173311,-0.000236901,0.001193871
2018-03-04 14:26:00,1,-0.16757861,-0.554262793,-0.063749228,0.000306735,-8.09937E-05,-0.000740398,0.001232377
2018-03-04 14:33:00,1,-0.254083744,-0.008659217,-0.557488861,-0.001593828,-0.001726656,-0.001062629,-0.001530301
2018-03-04 14:34:00,1,-0.263585611,-0.13357395,-0.582304203,-0.00071365,-0.000650076,-0.001441864,-0.000661635
2018-03-04 14:35:00,1,-0.31288176,-0.205235756,-0.527854973,0.000132868,-6.36009E-05,-0.001480282,0.000150329
2018-03-04 15:03:00,1,-0.020938743,0.046081333,0.044870479,0.0010377,0.001569498,0.000997237,0.001540596
2018-03-04 15:04:00,1,-0.044064463,0.006869452,0.201686965,0.000870066,0.001676654,0.001815286,0.001875988
2018-03-04 15:07:00,1,-0.09406123,0.117557774,0.664233955,0.000632175,0.000638064,-0.00059187,-0.000254186
2018-03-04 15:08:00,1,-0.10011027,0.312167556,0.539229698,0.000531247,0.000545683,-0.001195305,0.000308932
2018-03-04 15:09:00,1,-0.104149573,0.275590969,0.119315969,0.000805887,0.00093585,-3.74294E-05,0.000947403
2018-03-04 15:12:00,1,-0.134802865,0.525603606,-0.138139384,5.8861E-06,-0.000735648,-0.001684926,-0.001018412
2018-03-04 15:13:00,1,-0.1311221,0.4656803,-0.422674874,1.44284E-05,-0.000571364,-0.002187344,-0.002158487
2018-03-04 15:14:00,1,-0.148264405,0.37291611,-0.662067029,0.000129859,0.0001384,-0.002043107,-0.001662189
2018-03-04 15:17:00,1,-0.161197235,0.122852999,-1.173075869,-0.000741529,-0.00122915,-0.001477288,-0.002440988
2018-03-04 15:19:00,1,-0.257051562,-0.074685698,-1.268869318,8.5407E-06,-0.00097237,-0.001347468,-0.001708254
2018-03-04 15:20:00,1,-0.243090845,-0.180822851,-1.286472877,-0.000562533,-0.001823444,-0.001341586,-0.002368896
2018-03-04 15:21:00,1,-0.216770504,-0.260112836,-1.330992567,-0.001021686,-0.001798052,-0.000196256,-0.001552732
2018-03-04 15:24:00,1,-0.092661139,-0.640106766,-0.884515331,-0.000980902,-0.002181206,-0.000565412,-0.002758275
2018-03-04 15:25:00,1,-0.225473763,-0.726864355,-0.807071593,-0.00126162,-0.001215428,-0.000167331,-0.002130608
2018-03-04 15:27:00,1,-0.240256039,-0.952449277,-0.025689262,-0.000462221,-0.000248444,0.000268666,-0.002389219
2018-03-04 15:44:00,1,0.028456957,-0.199776181,-1.296840703,-0.00021941,-0.000222297,0.000626359,-0.002375983
2018-03-04 15:46:00,1,0.022766203,-0.179260021,-1.22602258,0.000184452,-0.001079356,-5.79442E-05,-0.003662145
2018-03-04 15:47:00,1,0.029035997,-0.155007149,-1.220064604,0.000173286,0.000262817,6.9199E-05,-0.001412283
2018-03-04 15:49:00,1,0.025647328,-0.082010762,-1.046583644,-2.88761E-06,-0.000170369,0.000788318,-0.002818309
2018-03-04 15:51:00,1,0.004304928,0.002542755,-0.898052483,-0.001263575,0.00040692,-0.000522094,-0.00432182
2018-03-04 15:52:00,1,0.046734865,-0.032729038,-0.790807515,8.95157E-05,0.001224344,-0.000236783,-0.002708572
2018-03-04 15:54:00,1,0.098457403,-0.021722631,-0.643344706,-0.000167482,0.000848845,-0.001013554,-0.002188816
2018-03-04 15:55:00,1,0.141040595,0.00733872,-0.582185927,0.000574723,0.00010397,-0.001253415,-0.003038348
2018-03-04 15:57:00,1,0.113884456,-0.033815823,-0.403649741,0.001134726,-0.000193568,-0.001743956,-0.002875795
2018-03-04 15:58:00,1,0.100747706,-0.11384835,-0.475592218,0.000583379,0.000389921,-0.001160753,-0.002679433
2018-03-04 16:01:00,1,0.098162178,0.065651247,-0.086955622,-0.000649007,-0.000928636,-0.002298519,-0.004026129
2018-03-04 16:02:00,1,0.05588201,0.129678756,-0.024395833,-0.001326788,-0.00145934,-0.001739095,-0.003550292
2018-03-04 16:04:00,1,0.022915018,-0.044150634,-0.04984318,-5.7588E-05,-0.00186082,-0.002818696,-0.003208194
2018-03-04 16:06:00,1,0.085668459,0.285555692,-0.225691582,-0.000279811,-0.001973797,-0.002423987,-0.002574166
2018-03-04 16:09:00,1,0.201739765,0.19251606,-0.240231743,-0.001803335,-0.001719776,-0.002645854,-0.002715217
2018-03-04 16:11:00,1,0.098123412,0.240205968,-0.01914248,-0.00169446,-0.001371156,-0.002081386,-0.0026153
2018-03-04 18:47:00,1,-0.034054759,1.363385606,2.236032072,5.66517E-06,0.000170533,-0.001835398,-0.001725679
2018-03-04 18:50:00,1,-0.047294007,1.077120676,0.346962195,-0.000765883,-0.00046242,-0.00281209,-0.0016387
2018-03-04 18:52:00,1,-0.08492669,0.77333077,-0.611611089,0.000164867,-0.000421879,-0.00220235,-0.001297778
2018-03-04 18:53:00,1,-0.153684368,0.628199169,-0.943429327,0.000855815,-0.002636479,-0.002087212,-0.001153344
2018-03-04 18:58:00,1,-0.097118398,0.351708557,-1.232808218,-0.003489307,-0.004188185,-0.001903458,-0.002056543
2018-03-04 18:59:00,1,-0.08273873,0.266869589,-1.31242011,-0.002259339,-0.002733164,-0.0014996,-0.001814405
2018-03-04 19:00:00,1,-0.113817049,0.161270611,-1.314339393,-0.002223649,-0.002350757,-0.000985988,-0.001113212
2018-03-04 19:02:00,1,-0.073368062,-0.057484913,-1.213683935,-0.001419773,-0.001781222,-0.001399416,-0.000702657
2018-03-04 19:41:00,1,0.02604744,0.181483337,-0.237695265,-0.000648152,-0.00099827,-0.00094607,-0.00037315
2018-03-04 19:42:00,1,0.045621493,0.052902118,-0.339723357,-0.000338761,9.53996E-05,0.00026918,-0.000219975
2018-03-04 19:44:00,1,0.007582736,-0.117203426,-0.411849511,-0.000469032,0.000431394,0.000943855,2.31621E-05
2018-03-04 19:47:00,1,0.16573678,-0.205117291,-0.277912162,0.000434308,0.000199782,0.000474959,0.000298341
2018-03-04 19:50:00,1,0.137977982,-0.135728594,-0.17717962,0.000205536,6.36871E-05,0.000193956,0.000425545
2018-03-04 19:52:00,1,0.013054844,-0.208241262,0.009226997,-0.000234425,0.000173764,0.000228752,0.000330047
2018-03-04 19:54:00,1,0.080937905,-0.168257517,-0.371734643,-0.000144701,0.00051224,0.000199687,-4.9314E-05
2018-03-04 19:56:00,1,0.110939454,-0.324192241,-0.400781281,-0.000920168,-0.000257531,-0.000246073,-0.000292486
2018-03-04 19:58:00,1,0.108372407,-0.558329662,-0.153721315,-0.0005211,0.000526773,-0.000622402,4.61939E-05
2018-03-04 19:59:00,1,0.138750062,-0.686723251,-0.001178115,0.000657036,0.000434165,-2.32712E-05,0.000651247
2018-03-04 20:46:00,1,0.113519201,-0.656203229,-0.196897808,-0.000150477,-0.000231734,-0.000295282,0.001235647
2018-03-04 20:49:00,1,0.073138259,-0.592156822,-0.294203292,-0.000217015,0.000338658,5.79863E-05,0.00105035
2018-03-04 20:50:00,1,0.106457193,-0.675057582,-0.21911621,-0.000173734,9.83836E-05,-2.90521E-05,0.001192062
2018-03-04 20:52:00,1,0.086472471,-0.660462782,-0.286131826,-0.000254715,2.01365E-05,0.000578519,0.00115727
2018-03-04 20:53:00,1,0.058987899,-0.789316577,0.003509093,-0.000225814,-5.20842E-05,0.000228476,0.001565421
2018-03-04 20:55:00,1,0.081248444,-0.929109772,0.80040905,0.000272165,0.000419766,0.000561579,0.002842044
2018-03-04 20:57:00,1,0.231953963,-0.695634513,0.461832683,0.000274922,2.90549E-05,-0.00018521,0.00251481
2018-03-04 20:59:00,1,0.376990265,-0.475341539,0.885972872,-0.000280577,-0.000280577,-0.000945979,0.002244617
2018-03-04 21:00:00,1,0.430570112,-0.028600501,-0.102785364,0.000147561,-0.000127423,-0.000789885,0.00265031
2018-03-04 21:02:00,1,0.30218988,-0.104918202,-0.314405712,-0.000245799,0.000558372,-0.000795491,0.00138291
2018-03-04 21:05:00,1,0.172402231,-0.375615534,-0.114967442,-0.000274944,0.000141753,-0.000601728,6.64215E-05
2018-03-04 21:09:00,1,-0.175602632,-0.163775065,-0.435983806,0.000135872,-0.000665588,0.000425324,0.001125517
2018-03-04 21:12:00,1,-0.130054309,0.69966861,1.026359615,-0.001017809,-0.001353108,-0.000636015,2.03562E-05
2018-03-04 21:13:00,1,-0.156369545,0.566034474,0.82031647,-0.000749263,-0.000650789,-0.000245781,0.000321228
2018-03-04 21:15:00,1,-0.261345686,0.403246361,0.555999995,-0.001078908,-0.000743376,-0.000592965,0.000358672
2018-03-04 21:28:00,1,-0.187264856,0.002358336,-0.853573932,-0.000526246,5.50655E-05,0.000656506,0.001125141
2018-03-04 21:29:00,1,-0.130525831,-0.056972948,-0.996270015,-0.000474425,0.000419359,0.000566742,0.001700572
2018-03-04 21:30:00,1,-0.064758982,-0.150761629,-1.038679918,-0.000520575,8.67817E-05,0.000876495,0.001296056
2018-03-04 21:31:00,1,-0.039723998,-0.147055659,-1.012955517,-0.000633407,0.000208397,0.00084759,0.000998131
2018-03-04 21:32:00,1,-0.073642031,-0.147610256,-1.013371336,0.000396388,0.000488859,0.001215204,0.001313578
2018-03-04 21:34:00,1,-0.081259107,-0.205387143,-0.837084855,0.000894208,0.000981013,0.001438186,0.001828809
2018-03-04 21:35:00,1,-0.065379616,-0.16612828,-0.872634861,0.000607673,0.001163481,0.002873855,0.001609192
2018-03-04 21:39:00,1,-0.112803203,-0.108169298,-0.996985879,8.67275E-05,0.000147321,0.001679623,0.001679623
2018-03-04 21:44:00,1,0.013457074,-0.148349178,-1.096314135,6.05884E-05,0.000456725,-0.000352661,0.002436832
2018-03-04 21:46:00,1,-0.006469207,-0.065020962,-1.162428694,-4.63591E-05,0.000890071,-3.00582E-06,0.003051952
2018-03-04 21:48:00,1,-0.037257247,-0.127383561,-1.090243835,0.000398963,0.000676422,0.000173528,0.00137296
2018-03-04 21:50:00,1,0.000645132,-0.307569765,-0.982949947,0.001473997,0.001555038,-0.000644397,0.001630183
2018-03-04 21:53:00,1,0.051758205,-0.280179444,-0.679517738,0.000277348,-0.000407356,-0.001014055,0.002192786
2018-03-04 21:55:00,1,0.126386646,0.530313826,1.433934479,8.09217E-05,-0.002349152,-0.001916146,0.001552749
2018-03-04 21:57:00,1,0.15926004,0.837196899,0.766741833,-0.000854449,-0.00203509,-0.001977242,0.000179088
2018-03-04 22:00:00,1,0.32282365,0.626167893,-0.269467006,-0.002429877,-0.00219602,-0.002447076,0.000767597
2018-03-04 22:01:00,1,0.306957699,0.538197571,-0.560038138,-0.001546879,-0.003033042,-0.00201137,0.00061178
2018-03-04 22:02:00,1,0.290451636,0.437320579,-0.59142286,-0.001181651,-0.00080306,-0.000262795,0.002163952
2018-03-04 22:03:00,1,0.218676677,0.383692723,-0.521619737,0.000182084,-0.000606947,7.8036E-05,0.00200859
2018-03-04 22:04:00,1,0.213561604,0.395707239,-0.425058932,0.000546529,-0.000228443,0.000468453,0.003177847
2018-03-04 22:29:00,1,0.043298688,0.625267467,0.257129161,-0.000346466,0.000398436,-4.33083E-05,0.002895881
2018-03-04 22:30:00,1,0.055689945,0.651213175,0.390116794,-0.000208007,0.000829137,0.001210482,0.002418191
2018-03-04 22:33:00,1,-0.03996148,-0.119443456,-0.078403209,6.63045E-05,0.001533437,0.001770239,0.002867613
2018-03-04 22:34:00,1,-0.081075478,-0.076856711,-0.174270503,0.000745161,0.001588521,0.001441222,0.003228915
2018-03-04 22:36:00,1,-0.10399332,-0.011802794,-0.227728797,0.00073338,0.0018909,0.000912366,0.0005716
2018-03-04 22:37:00,1,-0.211724387,-0.053233034,-0.242327922,0.000857391,0.000386889,0.000378227,0.001654382
2018-03-04 22:39:00,1,-0.193888812,-0.023386815,-0.316781581,0.000842732,-0.000441569,0.000479088,0.000236542
2018-03-04 22:41:00,1,-0.126462481,0.17205617,-0.387324782,0.001156671,0.000377903,0.000265397,0.000184624
2018-03-04 22:43:00,1,-0.116275029,0.500401366,-0.253375234,-0.000980358,0.000236439,-0.000354774,-0.000328708
2018-03-04 22:44:00,1,-0.064788101,0.467088724,-0.403900967,-0.00128322,-0.000147066,0.000386292,-0.000305781
2018-03-04 22:46:00,1,-0.018776248,0.529444557,-0.269518585,-0.000777868,-0.000976687,-0.000443739,-0.001962133
2018-03-04 22:47:00,1,-0.05503645,0.415698827,-0.322038547,0.000603197,-8.65833E-06,0.001024454,-0.000813883
2018-03-04 22:48:00,1,-0.108269814,0.304330922,-0.396888167,0.001217992,0.000848553,0.001569997,2.59761E-05
2018-03-04 22:51:00,1,-0.013018461,0.278716599,-0.519599323,-0.000198973,-0.000112463,0.00017302,-0.000804658
2018-03-04 22:53:00,1,-0.053889131,0.352512113,-0.956912956,-0.000368989,-0.000591074,6.05372E-05,-0.001282928
2018-03-04 22:55:00,1,0.004039214,0.216781935,-0.988144816,-0.000703077,-0.000299672,0.000994105,-0.001573278
2018-03-04 22:56:00,1,0.050276776,0.130642088,-0.988905647,8.65271E-05,0.000533469,0.001015252,-0.001165232
2018-03-04 22:58:00,1,0.034458866,0.064841799,-0.899765935,-0.000222167,0.000720832,0.000960186,-0.001473616
2018-03-04 23:00:00,1,0.016683686,-0.119383205,-0.728263593,0.000403689,-0.000271048,0.000588117,-0.001701259
2018-03-04 23:02:00,1,0.077243435,-0.342907415,-0.550548439,-9.51351E-05,0.000178854,0.001626061,-0.00195448
2018-03-04 23:05:00,1,0.158362799,-0.412220101,-0.288305284,-0.000674464,0.001294164,0.000524353,-0.001781393
2018-03-04 23:06:00,1,0.154162812,-0.506628612,-0.026780635,-0.000161316,0.000481526,0.001239676,-0.000980003
2018-03-04 23:08:00,1,0.178973231,-0.30373695,-0.660274804,-0.000290938,0.000239182,0.000939438,-0.002489684
2018-03-04 23:09:00,1,0.163415718,-0.361801285,-0.540149821,0.000389064,0.000409122,0.001066322,-0.002982821
2018-03-04 23:12:00,1,0.064478427,-0.472978544,0.001802475,0.000144118,0.001446949,0.000798416,-0.002323188
2018-03-04 23:15:00,1,0.064423952,0.169979247,1.013483834,-0.001108376,-0.000768817,-0.001545924,-0.002144558
2018-03-04 23:16:00,1,0.04514928,0.086488401,0.698881866,0.000688519,0.000757785,-0.001354332,-0.002768942
2018-03-04 23:19:00,1,-0.13000723,-0.061557655,0.562325647,0.000717313,0.000656932,-0.001598829,-0.004730115
2018-03-04 23:22:00,1,-0.126787571,0.601426046,0.538642521,-0.000187198,-0.000647596,-0.002789094,-0.006162348
2018-03-04 23:24:00,1,-0.253877167,0.417633806,-0.149932187,-6.03377E-05,-7.48464E-05,-0.002015096,-0.005460795
2018-03-04 23:27:00,1,-0.116571165,0.188414167,-0.671545357,-0.000460484,-0.001289561,-0.003365134,-0.005846725
2018-03-04 23:29:00,1,-0.242320982,0.206119281,-1.167850811,-1.45096E-05,-0.00225428,-0.002965249,-0.006736585
2018-03-04 23:34:00,1,-0.248796224,-0.159155051,-1.040466595,-0.002239803,-0.001940395,-0.002104494,-0.006313366
2018-03-04 23:35:00,1,-0.246821225,-0.029598533,-1.232875185,0.000149919,-0.001331857,-0.001020487,-0.004656023
2018-03-05 00:47:00,-1,-0.188370665,1.521951632,2.576278388,0.001063043,0.001288951,0.004776163,0.002204169
2018-03-05 00:48:00,-1,-0.222173097,1.522405132,3.682465355,0.001360658,0.001325802,0.004385952,0.00165016
2018-03-05 01:57:00,1,-0.082322779,0.816186714,-0.306490737,-0.000519364,-0.001093677,-0.00123509,-0.002398146
2018-03-05 01:59:00,1,-0.084053582,0.751946675,-0.196498972,-0.000825162,-0.00159573,-0.001584072,-0.002285385
2018-03-05 02:00:00,1,-0.073583906,0.72725974,0.023720436,-0.000360913,-0.001870972,-0.001536161,-0.000291618
2018-03-05 02:03:00,1,-0.061455687,0.677682146,0.220029401,-0.000915275,-0.001481071,-0.000967131,-0.000551475
2018-03-05 02:04:00,1,-0.312993777,0.356463209,-0.380722005,-0.000771203,-0.00150752,-0.000880831,-9.26461E-05
2018-03-05 02:05:00,1,-0.372252848,0.275575809,-0.322952269,-0.001510605,-0.001597255,-0.000852177,0.000355266
2018-03-05 02:06:00,1,-0.40867721,0.278526919,-0.321262427,-1.74476E-05,-0.001187359,0.000196314,0.000618176
2018-03-05 02:07:00,1,-0.383042882,0.253310983,-0.246956745,-0.000756959,-0.000141569,0.001499471,0.000641392
2018-03-05 02:27:00,1,0.09293996,0.21998512,-0.714867802,7.50056E-05,-9.23145E-05,-0.001249131,-0.000975072
2018-03-05 02:29:00,1,-0.006053062,0.641622498,0.293336152,-0.000369,-0.001773047,-0.002257245,-0.001715276
2018-03-05 02:30:00,1,0.137102795,0.673530944,0.092337595,-5.79202E-05,-0.000799114,-0.000894301,-0.001090445
2018-03-05 02:32:00,1,0.149215797,0.659507343,-0.211140813,-0.000167308,-0.001303845,-0.001560575,-0.002624997
2018-03-05 02:34:00,1,0.162149983,0.586142513,-0.613567893,-0.001404565,-0.001661231,-0.001531341,-0.003195455
2018-03-05 02:35:00,1,0.1647921,0.546493265,-0.822547398,-0.000741237,-0.001525858,-0.001110586,-0.003288487
2018-03-05 02:36:00,1,0.181562828,0.478491776,-1.040127859,-0.001058732,-0.00127221,-0.001289519,-0.003681157
2018-03-05 02:37:00,1,0.168032226,0.397651344,-1.226794865,-0.001136728,-0.001156923,-0.002709104,-0.003476655
2018-03-05 02:38:00,1,0.169541174,0.310613132,-1.370661206,-0.001321549,-0.001050314,-0.002576847,-0.003171141
2018-03-05 02:40:00,1,0.161859502,0.17783228,-1.420835339,-0.000785204,-9.52637E-05,-0.000473432,-0.00349889
2018-03-05 02:41:00,1,0.085734574,0.112950455,-1.39835376,-0.000213704,-0.000514159,-0.001441171,-0.00291099
2018-03-05 02:42:00,1,0.162025076,0.095025609,-1.334775298,-2.02187E-05,-0.000257066,-0.000291726,-0.002798954
2018-03-05 03:21:00,1,0.279811867,-0.293421091,0.628057296,0.000144552,-0.001848677,-0.002617081,-0.003102389
2018-03-05 03:31:00,-1,0.355287199,-0.594738934,3.305734514,-0.000483428,-0.000769827,-0.003336883,-0.00138048
2018-03-05 03:33:00,-1,0.306559604,-0.951384968,2.613335823,-2.30409E-05,-0.000604854,-0.003453131,-0.000764056
2018-03-05 03:36:00,-1,0.43015019,-0.891170038,0.499107741,-0.000286537,-0.000607937,-0.002736236,-0.000619519
2018-03-05 03:37:00,-1,0.403900063,-0.786750728,-0.008813225,-0.000457435,-0.00164144,-0.002460887,-0.000700513
2018-03-05 03:40:00,-1,0.420332353,-0.528716918,-0.763309897,-0.000535929,-0.002479642,-0.002604325,0.001408016
2018-03-05 03:42:00,-1,0.422133525,-0.32400827,-1.189234463,-0.001184547,-0.002852923,-0.003238271,0.001167284
2018-03-05 03:44:00,-1,0.359514346,-0.157101196,-1.260691553,0.000243593,-0.002652043,-0.001941902,0.001388514
2018-03-05 03:45:00,-1,0.292289725,-0.083805572,-1.301604084,-0.001944755,-0.001460711,-0.001999942,0.001310223
2018-03-05 03:47:00,-1,0.12543535,-0.037420287,-1.354846659,-0.001670354,-0.000820794,-0.000898975,0.000617683
2018-03-05 03:48:00,-1,0.106709998,-0.072051844,-1.595350036,-0.002043573,-0.002142244,-0.000426107,-3.18855E-05
2018-03-05 03:50:00,-1,0.14010369,-0.161362889,-0.92707532,0.000484987,-0.000124993,0.001809264,0.00242482
2018-03-05 03:52:00,-1,0.017189947,-0.229317683,-0.678913106,0.000850982,-0.000386451,0.001431937,0.002887228
2018-03-05 03:54:00,-1,0.042627985,-0.192155477,-0.6684409,0.000447445,0.000712029,0.001432661,0.002836492
2018-03-05 03:56:00,-1,0.058774502,0.02544919,-0.727780225,-0.000638755,0.000525637,0.000685326,0.001991871
2018-03-05 03:59:00,-1,0.099112248,0.227992906,-0.540808154,0.000264466,0.001606549,0.00256518,0.002411218
2018-03-05 04:02:00,-1,-0.000540622,-0.104332708,-1.535054558,0.001159569,0.001819091,0.003632486,0.002315999
2018-03-05 04:03:00,-1,-0.050840904,0.013822496,-1.551267556,0.001766382,0.000944139,0.001978451,0.001905825
2018-03-05 04:05:00,-1,-0.056016752,0.187253356,-1.604455551,0.001864661,0.001498722,0.002532644,0.001527765
2018-03-05 04:07:00,-1,0.001779864,0.290788658,-1.579301918,0.000658758,0.000287234,0.002531006,0.000592
2018-03-05 04:09:00,-1,0.085634361,0.348985186,-1.38914012,-0.000620776,0.000957093,0.0011861,-0.000597574
2018-03-05 04:48:00,-1,0.009377576,0.278386858,-0.111193427,-2.04074E-05,0.000255092,-0.001119044,0.000275384
2018-03-05 04:50:00,-1,0.013990482,0.745358698,-0.574244096,-0.000173825,-0.000260622,-0.001622254,0.000811185
2018-03-05 04:53:00,-1,-0.027828437,0.618403997,-0.620819251,0.000275505,-0.00023469,-0.000721694,0.001307491
2018-03-05 04:54:00,-1,-0.032106106,0.704946045,-0.577608433,2.31842E-05,-0.00059421,-0.000353559,0.00054193
2018-03-05 04:56:00,-1,-0.108565362,0.804923615,-0.546542566,-0.000744699,-0.000994013,-0.000498398,0.00017386
2018-03-05 04:58:00,-1,-0.006556672,0.911135474,-0.409381906,-0.000510055,-0.001373786,0.000185359,0.001657678
2018-03-05 04:59:00,-1,-0.007586628,1.013210447,-0.260058423,-0.00061738,-0.001399828,-0.000145014,0.001544494
2018-03-05 05:01:00,-1,0.024993735,0.878818725,-0.278962697,-0.000249501,0.000275483,0.000150675,0.001919681
2018-03-05 05:08:00,-1,0.031551082,0.398850958,-0.633653783,0.000377379,0.001561289,0.000281613,0.002722216
2018-03-05 05:09:00,-1,0.08352684,0.328347729,-0.691163311,0.001024528,0.001256573,0.00063856,0.002730914
2018-03-05 05:10:00,-1,0.102275843,0.388500667,-0.540592151,0.000754351,0.001421765,0.000493306,0.002466412
2018-03-05 05:13:00,-1,0.122803309,0.576329859,0.271766342,0.001183464,0.000469835,-8.4243E-05,0.002448385
2018-03-05 05:15:00,-1,-0.093219361,0.171098745,-0.185950341,0.00066691,-0.000263749,-0.000530513,0.00227341
2018-03-05 05:17:00,-1,-0.105222828,-0.170743178,-0.636644521,0.000719406,8.71409E-05,-0.000284165,0.002082796
2018-03-05 05:19:00,-1,-0.000244498,-0.159747075,-0.614309407,-0.000501303,-0.000617238,-0.000394063,0.001973909
2018-03-05 05:26:00,-1,0.190012664,-0.202187669,-0.709653293,0.000922882,0.000151009,0.001189846,0.002391067
2018-03-05 05:28:00,-1,0.167177323,0.001426495,-0.655276682,1.14888E-05,4.06169E-05,0.001114064,0.002196215
2018-03-05 05:30:00,-1,0.224084126,0.018931938,-0.506860146,-0.000269734,0.000687271,0.00194313,0.001601002
2018-03-05 05:34:00,-1,0.180796918,0.08898823,-0.502952455,0.000771983,0.001387155,0.001831124,0.002649419
2018-03-05 05:37:00,-1,0.132929108,0.340970716,-0.727452564,0.001639551,0.001761304,0.002962473,0.001738091
2018-03-05 05:38:00,-1,0.129243085,0.365664332,-0.766035844,0.001290985,0.001073403,0.002712519,0.001476655
