Timestamp,Date,Total Amount Active Swaps (USD),Avg Rate (%/day),Used,Unused,Total Amount Active Swaps (BTC),Avg Rate (%/day),Used,Unused
1530108300,6/27/2018 14:05,591895326,0.04289,589017172,2878154,52349,0.02586,51575,774
1530104700,6/27/2018 13:05,591376837,0.04286,588512181,2864655,52361,0.02584,51590,771
1530101101,6/27/2018 12:05,590756781,0.04283,587871999,2884782,52341,0.02584,51571,770
1530097501,6/27/2018 11:05,589266002,0.04282,586382826,2883176,52314,0.02584,51547,768
1530093901,6/27/2018 10:05,589465556,0.04284,586586910,2878646,52263,0.02587,51489,774
1530090301,6/27/2018 9:05,589159442,0.04286,586272298,2887145,52225,0.02593,51444,781
1530086702,6/27/2018 8:05,588448296,0.04289,585486626,2961669,52268,0.026,51526,742
1530083100,6/27/2018 7:05,588862267,0.04291,585888143,2974124,52372,0.02602,51629,743
1530079501,6/27/2018 6:05,588364697,0.04292,585402496,2962200,52497,0.02601,51723,774
1530075901,6/27/2018 5:05,589104869,0.04292,585752180,3352689,52667,0.02604,51898,769
1530072300,6/27/2018 4:05,588391810,0.04293,585267591,3124219,52609,0.02605,51840,769
1530068701,6/27/2018 3:05,588239331,0.04294,585088294,3151037,52601,0.02607,51853,748
1530065101,6/27/2018 2:05,588217838,0.04294,585143892,3073946,52387,0.02611,51633,754
1530061501,6/27/2018 1:05,586089667,0.043,582989126,3100542,52229,0.02614,51460,769
1530057901,6/27/2018 0:05,584838765,0.04307,581728235,3110531,52508,0.0262,51739,769
1530054300,6/26/2018 23:05,583688142,0.04319,580610174,3077968,52505,0.02625,51669,837
1530050701,6/26/2018 22:05,580705878,0.04327,577629659,3076219,52445,0.02629,51600,845
1530047101,6/26/2018 21:05,578896173,0.04334,575850745,3045428,52599,0.02637,51764,834
1530043500,6/26/2018 20:05,579549653,0.04342,576565216,2984437,52504,0.0264,51667,837
1530039901,6/26/2018 19:05,579674418,0.0435,576647689,3026729,52499,0.02643,51654,844
1530036300,6/26/2018 18:05,581462807,0.04353,578435324,3027483,52284,0.02652,51436,848
1530032701,6/26/2018 17:05,581644700,0.04357,578695326,2949374,52578,0.02653,51715,863
1530029100,6/26/2018 16:05,581107991,0.04364,578033806,3074185,52578,0.02659,51724,854
1530025500,6/26/2018 15:05,580502580,0.0437,577419758,3082823,52593,0.02666,51784,809
1530021901,6/26/2018 14:05,579349068,0.04379,576279560,3069508,52691,0.02674,51878,813
1530018301,6/26/2018 13:05,581147387,0.04385,578056134,3091252,52723,0.02681,51908,815
1530014701,6/26/2018 12:05,581311880,0.04389,578195333,3116547,52674,0.02686,51864,811
1530011100,6/26/2018 11:05,581381444,0.04393,578267214,3114230,52624,0.02693,51818,807
1530007500,6/26/2018 10:05,580799137,0.04401,577725668,3073469,52605,0.02698,51802,803
1530003900,6/26/2018 9:05,581591018,0.04402,578505855,3085163,52635,0.02705,51830,805
1530000300,6/26/2018 8:05,582299967,0.04409,579122932,3177035,52639,0.02712,51820,820
1529996701,6/26/2018 7:05,582737925,0.04413,579558111,3179814,52612,0.0272,51785,827
1529993100,6/26/2018 6:05,582789693,0.04419,579622427,3167266,52604,0.02726,51823,781
1529989501,6/26/2018 5:05,583176456,0.04429,579830605,3345851,52705,0.02732,51951,754
1529985900,6/26/2018 4:05,583386766,0.04432,580072488,3314279,52771,0.02738,52011,760
1529982301,6/26/2018 3:05,583789853,0.04442,580610718,3179136,52806,0.02757,52044,762
1529978701,6/26/2018 2:05,583565114,0.04449,580438875,3126239,52816,0.02773,52054,762
1529975101,6/26/2018 1:05,582683751,0.04454,579564342,3119409,52529,0.028,51769,760
1529971501,6/26/2018 0:05,580994497,0.0446,577859342,3135154,52526,0.02814,51767,759
1529967900,6/25/2018 23:05,581024889,0.04469,577718880,3306010,52576,0.02817,51826,750
1529964300,6/25/2018 22:05,580576622,0.04473,577223645,3352977,52563,0.0282,51795,768
1529960700,6/25/2018 21:05,580695387,0.0448,577140866,3554521,52633,0.02827,51881,752
1529957100,6/25/2018 20:05,581809968,0.04484,578154184,3655784,52598,0.0284,51836,761
1529953501,6/25/2018 19:05,581147840,0.04488,577353864,3793977,52438,0.02854,51632,806
1529949901,6/25/2018 18:05,581908924,0.04491,578114543,3794382,52358,0.02866,51558,800
1529946301,6/25/2018 17:05,581858316,0.04495,578031105,3827210,52280,0.02881,51545,735
1529942701,6/25/2018 16:05,581915969,0.04501,578178829,3737140,52426,0.02891,51734,692
1529939101,6/25/2018 15:05,584289546,0.04506,580254813,4034733,52226,0.02905,51641,585
1529935500,6/25/2018 14:05,583334493,0.04527,579541332,3793161,52750,0.02929,52372,379
1529931901,6/25/2018 13:05,580850826,0.04554,577213962,3636864,52927,0.02935,52568,358
1529928301,6/25/2018 12:05,582077087,0.04558,577398287,4678800,53192,0.02938,52828,364
1529924701,6/25/2018 11:05,580348772,0.0457,576997528,3351244,53149,0.02944,52842,308
1529921102,6/25/2018 10:05,583527340,0.04565,580205412,3321928,53313,0.02952,53096,217
1529917500,6/25/2018 9:05,583445708,0.04563,580157625,3288083,53384,0.02957,53175,209
1529913900,6/25/2018 8:05,582416624,0.0456,579031612,3385012,#N/A,#N/A,#N/A,#N/A
1529910301,6/25/2018 7:05,581509609,0.04559,577884310,3625299,53509,0.02964,53334,175
1529906700,6/25/2018 6:05,581772319,0.04559,578162365,3609954,54196,0.02983,54049,147
1529903100,6/25/2018 5:05,581772004,0.04559,578158051,3613952,54281,0.02986,54136,146
1529899500,6/25/2018 4:05,580482961,0.04561,576847628,3635333,54222,0.02992,54071,151
1529895901,6/25/2018 3:05,580272526,0.04563,576658436,3614090,54447,0.02998,54298,149
1529892301,6/25/2018 2:05,578448160,0.04566,574845175,3602985,54439,0.02998,54292,146
1529888700,6/25/2018 1:05,577701373,0.04569,574102829,3598544,54301,0.03006,54156,145
1529885100,6/25/2018 0:05,577923552,0.04565,574320931,3602621,#N/A,#N/A,#N/A,#N/A
1529881500,6/24/2018 23:05,576689013,0.04565,572990739,3698274,54461,0.03007,54297,164
1529877900,6/24/2018 22:05,574488975,0.04566,570878092,3610883,54296,0.0301,54148,147
1529874301,6/24/2018 21:05,575570786,0.04569,571966845,3603941,54404,0.03004,54314,90
1529870702,6/24/2018 20:05,575662451,0.04571,572008055,3654395,54581,0.03006,54492,89
1529867101,6/24/2018 19:05,574866393,0.04572,571195569,3670824,54679,0.03003,54583,96
1529863501,6/24/2018 18:05,574952783,0.04573,571263044,3689739,54482,0.02998,54388,94
1529859900,6/24/2018 17:05,576760778,0.04577,573133910,3626868,55005,0.02999,54905,100
1529856300,6/24/2018 16:05,579160901,0.04576,575592299,3568602,55183,0.0292,55085,98
1529852701,6/24/2018 15:05,580009132,0.04577,576400927,3608206,54668,0.02918,54567,101
1529849100,6/24/2018 14:05,579049136,0.0458,575482831,3566305,54590,0.02913,54492,98
1529845501,6/24/2018 13:05,580153877,0.0458,576532729,3621148,54859,0.02904,54755,104
1529841901,6/24/2018 12:05,579551583,0.04582,575949709,3601874,#N/A,#N/A,#N/A,#N/A
1529838301,6/24/2018 11:05,578561797,0.04584,575044738,3517059,54720,0.02899,54571,149
1529834701,6/24/2018 10:05,578448496,0.04583,574807660,3640837,54741,0.029,54601,140
1529831101,6/24/2018 9:05,578291451,0.04586,574670806,3620645,54780,0.02897,54639,141
1529827500,6/24/2018 8:05,583462024,0.04582,579800417,3661607,54835,0.02894,54706,129
1529823900,6/24/2018 7:05,581990455,0.04581,577979830,4010625,54998,0.02887,54906,92
1529820300,6/24/2018 6:05,582721296,0.04585,578956153,3765144,#N/A,#N/A,#N/A,#N/A
1529816701,6/24/2018 5:05,581651760,0.04591,577862262,3789497,55475,0.029,55359,116
1529813100,6/24/2018 4:05,585904771,0.04605,582154476,3750295,55016,0.02851,54915,102
1529809500,6/24/2018 3:05,587128932,0.04604,583366694,3762238,55117,0.02814,55019,98
1529805901,6/24/2018 2:05,586306574,0.04606,582557641,3748933,55077,0.02799,54980,96
1529802301,6/24/2018 1:05,587189755,0.0461,583447622,3742133,54840,0.02774,54746,94
1529798701,6/24/2018 0:05,586666788,0.04613,582904322,3762467,54968,0.02737,54907,61
1529795101,6/23/2018 23:05,585755548,0.04621,581998172,3757377,54998,0.02729,54940,58
1529791500,6/23/2018 22:05,586135978,0.04626,582191443,3944535,54762,0.02714,54706,56
1529787900,6/23/2018 21:05,586708354,0.0463,582765109,3943245,54925,0.027,54854,71
1529784300,6/23/2018 20:05,587682198,0.04635,583650694,4031504,54602,0.02686,54523,79
1529780700,6/23/2018 19:05,588014468,0.04637,583940191,4074277,54799,0.02658,54725,74
1529777100,6/23/2018 18:05,588057829,0.04643,583991013,4066816,54629,0.02656,54572,56
1529773501,6/23/2018 17:05,587970712,0.04645,583836067,4134645,54860,0.02653,54798,62
1529769900,6/23/2018 16:05,587078595,0.04652,582937730,4140865,54732,0.02651,54670,62
1529766300,6/23/2018 15:05,587200098,0.04656,583021404,4178694,54392,0.02648,54329,63
1529762701,6/23/2018 14:05,587101072,0.04659,582851180,4249892,54300,0.02645,54228,72
1529759101,6/23/2018 13:05,588003520,0.04664,583728512,4275008,54191,0.02639,54105,87
1529755501,6/23/2018 12:05,587213519,0.04667,582913424,4300094,54140,0.02636,54048,92
1529751900,6/23/2018 11:05,583665160,0.04687,579733020,3932141,53739,0.02631,53646,93
1529748301,6/23/2018 10:05,584342960,0.04696,580385400,3957561,53609,0.02626,53528,80
1529744701,6/23/2018 9:05,583730856,0.04705,579796189,3934667,53642,0.02625,53478,164
1529741100,6/23/2018 8:05,581963490,0.04719,577737541,4225949,53570,0.02623,53380,191
1529737500,6/23/2018 7:05,581132746,0.04737,577275971,3856775,53480,0.02622,53332,148
1529733901,6/23/2018 6:05,573661781,0.04759,569874055,3787726,53514,0.02619,53402,113
1529730301,6/23/2018 5:05,580786773,0.0476,576998478,3788296,53449,0.02614,53337,112
1529726700,6/23/2018 4:05,580622176,0.04761,576823106,3799069,53402,0.02613,53288,114
1529723100,6/23/2018 3:05,578249800,0.04762,574440951,3808850,53320,0.02608,53183,136
1529719501,6/23/2018 2:05,579543479,0.04764,575740122,3803357,53232,0.02606,53116,117
1529715900,6/23/2018 1:05,579972088,0.04782,576149077,3823012,#N/A,#N/A,#N/A,#N/A
1529712301,6/23/2018 0:05,575954957,0.04794,572189898,3765059,52924,0.02602,52818,106
1529708700,6/22/2018 23:05,579893475,0.048,576144398,3749077,#N/A,#N/A,#N/A,#N/A
1529705100,6/22/2018 22:05,587531112,0.04799,583698589,3832523,#N/A,#N/A,#N/A,#N/A
1529701500,6/22/2018 21:05,589459923,0.04819,585725560,3734363,50194,0.02594,50047,147
1529697901,6/22/2018 20:05,592074497,0.04821,588352797,3721701,49604,0.02586,49467,137
1529694301,6/22/2018 19:05,592093570,0.04826,588187158,3906412,49474,0.02583,49333,141
1529690700,6/22/2018 18:05,594029701,0.0483,590062951,3966750,49190,0.02588,49048,142
1529687100,6/22/2018 17:05,595128379,0.04834,591233643,3894736,49553,0.026,49411,142
1529683501,6/22/2018 16:05,596577999,0.04845,592597704,3980295,50108,0.02599,49963,145
1529679901,6/22/2018 15:05,597713936,0.04849,593647615,4066321,50094,0.02599,49910,185
1529676300,6/22/2018 14:05,602306702,0.04853,598240899,4065803,49748,0.02616,49584,164
1529672700,6/22/2018 13:05,610034247,0.04873,605995879,4038368,49712,0.02607,49567,144
1529669100,6/22/2018 12:05,610407971,0.0488,606364178,4043793,49810,0.02604,49672,138
1529665500,6/22/2018 11:05,612272195,0.04896,608246501,4025694,49863,0.026,49727,136
1529661900,6/22/2018 10:05,611655744,0.04899,607747844,3907900,49765,0.02598,49626,138
1529658300,6/22/2018 9:05,611957968,0.04903,608114379,3843589,49773,0.02597,49633,139
1529654701,6/22/2018 8:05,613482899,0.0491,609703602,3779297,49728,0.02597,49564,163
1529651101,6/22/2018 7:05,616088532,0.04913,612278723,3809809,49703,0.02591,49533,170
1529647500,6/22/2018 6:05,617882586,0.04921,614052428,3830157,49784,0.02592,49616,169
1529643900,6/22/2018 5:05,618634089,0.04921,614520904,4113185,49756,0.02594,49587,168
1529640301,6/22/2018 4:05,618477966,0.04924,614301268,4176697,49726,0.02594,49561,166
1529636700,6/22/2018 3:05,617713012,0.04927,614093359,3619654,49794,0.02592,49615,179
1529633100,6/22/2018 2:05,618794635,0.04929,615185028,3609607,49990,0.02589,49768,222
1529629500,6/22/2018 1:05,620279294,0.04922,616616890,3662403,49685,0.02588,49406,279
1529625901,6/22/2018 0:05,620534188,0.04918,616864076,3670111,49554,0.02592,49275,279
1529622300,6/21/2018 23:05,620677954,0.04913,617032133,3645821,49722,0.02589,49445,277
1529618701,6/21/2018 22:05,620585843,0.04909,616913227,3672616,49718,0.02587,49440,278
1529615100,6/21/2018 21:05,620496548,0.04904,616801064,3695484,49816,0.02587,49555,261
1529611500,6/21/2018 20:05,620181307,0.04896,616295486,3885821,49826,0.02585,49540,286
1529607900,6/21/2018 19:05,620280223,0.04891,616398703,3881520,49763,0.02583,49479,285
1529604300,6/21/2018 18:05,620428142,0.04884,616544089,3884052,49888,0.02581,49600,288
1529600701,6/21/2018 17:05,619918955,0.04882,616051701,3867254,49816,0.02578,49552,264
1529597101,6/21/2018 16:05,619769970,0.04879,615712513,4057457,49775,0.02578,49532,242
1529593500,6/21/2018 15:05,620094701,0.04877,616019633,4075068,49825,0.02577,49587,238
1529589901,6/21/2018 14:05,619790793,0.04877,615649706,4141087,49746,0.02577,49510,236
1529586300,6/21/2018 13:05,621402233,0.04874,617318400,4083832,49636,0.02583,49401,235
1529582701,6/21/2018 12:05,621997114,0.04875,617923226,4073888,49582,0.02585,49345,237
1529579101,6/21/2018 11:05,622236986,0.04879,618099223,4137763,49635,0.02587,49410,225
1529575502,6/21/2018 10:05,623387943,0.04874,619166235,4221709,49715,0.02587,49492,223
1529571900,6/21/2018 9:05,622804584,0.04873,618414588,4389996,49764,0.02586,49543,221
1529568301,6/21/2018 8:05,620638021,0.04865,616189347,4448674,49617,0.02587,49390,228
1529564700,6/21/2018 7:05,619619317,0.04852,615087194,4532123,49665,0.02586,49450,215
1529561101,6/21/2018 6:05,614457265,0.04852,609934929,4522336,49735,0.02583,49526,210
1529557500,6/21/2018 5:05,617506767,0.04852,612965056,4541711,49723,0.02583,49490,234
1529553901,6/21/2018 4:05,616709164,0.04852,612064714,4644450,49769,0.02584,49529,240
1529550300,6/21/2018 3:05,615824508,0.04857,611419258,4405251,49721,0.02585,49462,260
1529546700,6/21/2018 2:05,614554620,0.04859,610155455,4399165,49688,0.02587,49436,252
1529543100,6/21/2018 1:05,614228520,0.04858,609841468,4387052,#N/A,#N/A,#N/A,#N/A
1529539500,6/21/2018 0:05,612791377,0.04851,608463408,4327969,49811,0.02573,49366,446
1529535900,6/20/2018 23:05,613050965,0.04842,608824987,4225978,49576,0.02568,49138,438
1529532300,6/20/2018 22:05,612113502,0.04844,608059963,4053538,49463,0.02562,48847,616
1529528701,6/20/2018 21:05,611821074,0.04833,607736302,4084772,49699,0.02566,49084,615
1529525100,6/20/2018 20:05,611583187,0.04827,607649193,3933995,49833,0.02563,49210,622
1529521500,6/20/2018 19:05,611087248,0.04821,607531027,3556222,49772,0.02562,49134,639
1529517902,6/20/2018 18:05,607976291,0.04821,604359985,3616306,49789,0.02557,49181,607
1529514301,6/20/2018 17:05,605851579,0.04817,602209348,3642231,49745,0.02547,49121,624
1529510700,6/20/2018 16:05,605903845,0.04809,602229038,3674806,49945,0.02544,49307,638
1529507100,6/20/2018 15:05,605859594,0.04808,602110064,3749531,49858,0.02544,49224,634
1529503500,6/20/2018 14:05,604120796,0.04807,600239327,3881469,49628,0.02542,48992,636
1529499900,6/20/2018 13:05,603458388,0.04806,599583932,3874456,49522,0.02548,48874,648
1529496300,6/20/2018 12:05,603178455,0.04805,599272141,3906313,49433,0.0255,48786,648
1529492700,6/20/2018 11:05,601618582,0.04804,597686402,3932180,49376,0.02553,48743,632
1529489100,6/20/2018 10:05,602896258,0.04787,598962154,3934105,49382,0.02555,48733,649
1529485501,6/20/2018 9:05,601515903,0.04781,597614450,3901452,49321,0.0256,48679,643
1529481900,6/20/2018 8:05,601941755,0.04774,597887424,4054332,49227,0.02566,48582,645
1529478300,6/20/2018 7:05,601740684,0.04764,597607360,4133324,49398,0.02561,48583,816
1529474701,6/20/2018 6:05,600966135,0.04752,596885142,4080994,49473,0.02557,48661,813
1529471100,6/20/2018 5:05,601396904,0.04746,597368758,4028146,49550,0.02554,48741,809
1529467501,6/20/2018 4:05,600277486,0.04739,596193872,4083615,49521,0.02551,48709,812
1529463901,6/20/2018 3:05,598874217,0.04734,594797996,4076222,49348,0.0255,48536,812
1529460300,6/20/2018 2:05,597881341,0.04731,593966538,3914803,49196,0.0255,48384,812
1529456700,6/20/2018 1:05,594135532,0.04728,591672380,2463151,48965,0.02548,48162,804
1529453101,6/20/2018 0:05,594288170,0.04723,591761898,2526272,48972,0.02542,48172,800
1529449501,6/19/2018 23:05,594730052,0.04715,592224180,2505872,49013,0.02545,48209,804
1529445901,6/19/2018 22:05,594316918,0.04711,591811283,2505636,49053,0.0254,48240,813
1529442300,6/19/2018 21:05,593796901,0.04706,591437032,2359869,49021,0.02539,48208,814
1529438700,6/19/2018 20:05,593657366,0.04696,591306028,2351339,49118,0.02539,48296,822
1529435100,6/19/2018 19:05,593676216,0.04694,591578917,2097299,49085,0.02537,48266,818
1529431502,6/19/2018 18:05,592799266,0.0469,590623213,2176053,48978,0.02539,48160,818
1529427901,6/19/2018 17:05,593708834,0.04682,591494406,2214428,49042,0.02548,48223,819
1529424300,6/19/2018 16:05,595115411,0.04674,592859741,2255670,49092,0.02548,48269,824
1529420701,6/19/2018 15:05,594060066,0.04674,591835851,2224215,49005,0.02549,48178,827
1529417101,6/19/2018 14:05,596423154,0.04667,594273244,2149909,49122,0.02549,48275,846
1529413502,6/19/2018 13:05,595741560,0.04656,593701526,2040035,49335,0.02587,48470,865
1529409900,6/19/2018 12:05,597916323,0.04643,595630599,2285723,49473,0.02587,48583,890
1529406301,6/19/2018 11:05,596587605,0.04636,594431381,2156224,49097,0.02598,48214,883
1529402701,6/19/2018 10:05,596991156,0.0462,594669582,2321573,49103,0.02602,48208,895
1529399100,6/19/2018 9:05,596461587,0.04612,594246821,2214767,49152,0.02603,48253,899
1529395500,6/19/2018 8:05,596261137,0.0462,594041440,2219698,49091,0.02608,48192,899
1529391900,6/19/2018 7:05,595937465,0.04629,593721698,2215767,48961,0.02614,48065,896
1529388301,6/19/2018 6:05,598784714,0.04625,596620643,2164071,48923,0.02616,47951,972
1529384700,6/19/2018 5:05,599542931,0.04629,597347607,2195324,49024,0.02614,48046,978
1529381101,6/19/2018 4:05,599728994,0.04629,597521562,2207432,48993,0.02614,48017,975
1529377500,6/19/2018 3:05,600070992,0.04629,597909946,2161045,49009,0.02613,48033,976
1529373901,6/19/2018 2:05,599424414,0.04627,597253612,2170802,48951,0.02614,47981,970
1529370301,6/19/2018 1:05,598369683,0.04629,596242661,2127023,49040,0.02621,47913,1127
1529366700,6/19/2018 0:05,598080180,0.0463,595965763,2114417,#N/A,#N/A,#N/A,#N/A
1529363101,6/18/2018 23:05,598475349,0.04633,596421781,2053568,48964,0.02631,47601,1363
1529359502,6/18/2018 22:05,597718707,0.04626,595671529,2047178,49229,0.02624,47617,1612
1529355901,6/18/2018 21:05,598392403,0.04615,596397764,1994639,49636,0.02612,47701,1935
1529352301,6/18/2018 20:05,598105923,0.04624,595907199,2198723,49495,0.02612,47558,1938
1529348701,6/18/2018 19:05,598854208,0.04616,596150950,2703258,49728,0.02599,47494,2234
1529345100,6/18/2018 18:05,597741106,0.04609,595092705,2648401,#N/A,#N/A,#N/A,#N/A
1529341500,6/18/2018 17:05,596429330,0.04603,594141176,2288154,50862,0.02615,48662,2201
1529337901,6/18/2018 16:05,595365019,0.04613,592957032,2407987,52454,0.02611,50231,2223
1529334300,6/18/2018 15:05,595788292,0.04621,593390186,2398106,52548,0.02611,50332,2216
1529330700,6/18/2018 14:05,596046320,0.04623,593257165,2789155,52349,0.02617,50505,1844
1529327101,6/18/2018 13:05,595976631,0.04624,593329414,2647218,52590,0.02603,50563,2027
1529323501,6/18/2018 12:05,595140081,0.0463,592755999,2384082,52575,0.02599,50678,1897
1529319901,6/18/2018 11:05,594017170,0.04637,591433190,2583980,52939,0.0257,50650,2289
1529316300,6/18/2018 10:05,592851976,0.04656,590329097,2522879,52827,0.02569,50538,2289
1529312700,6/18/2018 9:05,593044501,0.04666,590389433,2655068,52780,0.02569,50491,2289
1529309101,6/18/2018 8:05,593517090,0.04673,590583012,2934078,52888,0.02568,50611,2277
1529305501,6/18/2018 7:05,593566079,0.04684,590065581,3500498,52874,0.02573,50598,2276
1529301902,6/18/2018 6:05,593635438,0.04694,590287941,3347497,52919,0.02579,50694,2226
1529298300,6/18/2018 5:05,593645821,0.04702,590169352,3476469,52803,0.02585,50621,2182
1529294701,6/18/2018 4:05,594491435,0.04703,590800680,3690755,52710,0.02592,50530,2180
1529291101,6/18/2018 3:05,594328014,0.04708,590647068,3680946,52672,0.02593,50495,2177
1529287501,6/18/2018 2:05,594709964,0.04711,590964233,3745731,52663,0.02591,50490,2173
1529283901,6/18/2018 1:05,590218002,0.04737,587131664,3086338,52126,0.02589,50002,2124
1529280301,6/18/2018 0:05,591273415,0.04746,588191472,3081943,52106,0.02594,50011,2095
1529276701,6/17/2018 23:05,591082758,0.04759,587962061,3120696,52038,0.02601,49940,2099
1529273100,6/17/2018 22:05,591817170,0.04764,588692962,3124208,51965,0.02611,50009,1956
1529269500,6/17/2018 21:05,591687792,0.04772,588574421,3113370,54507,0.02609,49958,4549
1529265900,6/17/2018 20:05,592037521,0.04785,588857539,3179982,54560,0.02607,50017,4543
1529262301,6/17/2018 19:05,592817955,0.04794,589074495,3743459,54558,0.02609,50011,4547
1529258701,6/17/2018 18:05,593082301,0.04803,589158531,3923770,54641,0.02606,50105,4536
1529255101,6/17/2018 17:05,593985331,0.04812,589845495,4139836,54597,0.02604,50062,4536
1529251501,6/17/2018 16:05,594829129,0.04819,590772770,4056358,54680,0.02597,50142,4539
1529247900,6/17/2018 15:05,593795938,0.04828,589658200,4137738,53588,0.02595,49060,4528
1529244300,6/17/2018 14:05,594287631,0.04836,590115545,4172086,53565,0.02594,49039,4526
1529240701,6/17/2018 13:05,595298362,0.04855,590896754,4401608,53483,0.02592,48987,4495
1529237100,6/17/2018 12:05,595030138,0.0487,590361005,4669133,53420,0.0259,48947,4473
1529233501,6/17/2018 11:05,595056483,0.0488,590279903,4776580,53437,0.02587,48964,4473
1529229900,6/17/2018 10:05,594087783,0.04904,590026244,4061540,53358,0.02583,48913,4445
1529226301,6/17/2018 9:05,594076173,0.04917,590112411,3963761,53272,0.02581,48707,4565
1529222701,6/17/2018 8:05,593976807,0.04925,589402313,4574494,52919,0.02576,48418,4500
1529219100,6/17/2018 7:05,593649832,0.04926,588902728,4747105,52955,0.02573,48455,4500
1529215500,6/17/2018 6:05,591133792,0.04938,589279442,1854350,52964,0.02576,48465,4499
1529211900,6/17/2018 5:05,591699044,0.04948,589780277,1918767,53263,0.02577,48859,4404
1529208301,6/17/2018 4:05,591898065,0.04947,589978712,1919353,53194,0.02578,48790,4404
1529204702,6/17/2018 3:05,591295568,0.04949,589310002,1985566,53176,0.02578,48776,4400
1529201101,6/17/2018 2:05,591730460,0.04952,589810002,1920458,53091,0.02578,48691,4400
1529197501,6/17/2018 1:05,592295100,0.04951,590365883,1929218,52968,0.02577,48568,4400
1529193900,6/17/2018 0:05,590279295,0.04961,588340335,1938959,52844,0.02576,48439,4405
1529190301,6/16/2018 23:05,591879032,0.04964,589717960,2161072,53072,0.02573,48671,4402
1529186700,6/16/2018 22:05,592793619,0.04972,590607234,2186384,53064,0.02573,48662,4401
1529183102,6/16/2018 21:05,590564755,0.04987,587988054,2576702,53150,0.0257,48740,4411
1529179500,6/16/2018 20:05,591365888,0.04995,588580405,2785483,53056,0.02564,48646,4411
1529175900,6/16/2018 19:05,593301045,0.04998,589896970,3404075,53113,0.02546,48705,4408
1529172302,6/16/2018 18:05,590790770,0.05017,587493075,3297695,53312,0.02526,48905,4408
1529168701,6/16/2018 17:05,590872120,0.05033,587955847,2916273,#N/A,#N/A,#N/A,#N/A
1529165100,6/16/2018 16:05,593871729,0.05036,590260209,3611520,53477,0.02518,49210,4267
1529161501,6/16/2018 15:05,594640248,0.05041,591229628,3410620,53523,0.02512,49482,4041
1529157900,6/16/2018 14:05,594675470,0.05047,591440949,3234520,53423,0.02513,49675,3748
1529154301,6/16/2018 13:05,596327217,0.05055,593387246,2939971,53205,0.02529,49607,3598
1529150701,6/16/2018 12:05,596453703,0.05059,593934358,2519345,53181,0.02536,50219,2962
1529147102,6/16/2018 11:05,597545839,0.05059,594826040,2719799,53094,0.02542,50168,2926
1529143501,6/16/2018 10:05,597375021,0.05068,594642568,2732454,53000,0.02541,50081,2919
1529139901,6/16/2018 9:05,596875021,0.05073,594243509,2631513,53001,0.02536,50075,2926
1529136301,6/16/2018 8:05,596672441,0.05077,594341312,2331129,52961,0.0253,50069,2892
1529132701,6/16/2018 7:05,595988617,0.05083,593783047,2205570,52979,0.02524,50088,2892
1529129100,6/16/2018 6:05,597089032,0.05088,594617896,2471136,52816,0.02523,50220,2596
1529125500,6/16/2018 5:05,596677727,0.05096,594201525,2476202,52883,0.02516,50286,2597
1529121901,6/16/2018 4:05,596803724,0.05102,594439144,2364580,52844,0.02508,50237,2606
1529118301,6/16/2018 3:05,596963704,0.05108,594598472,2365232,52863,0.02499,50256,2607
1529114700,6/16/2018 2:05,596091588,0.05118,593746447,2345141,52842,0.02495,50234,2608
1529111100,6/16/2018 1:05,595704559,0.05126,593374317,2330241,52805,0.02502,50193,2612
1529107500,6/16/2018 0:05,596089022,0.05135,593779919,2309102,52552,0.02494,49939,2613
1529103900,6/15/2018 23:05,608551193,0.05123,606235409,2315784,52645,0.02497,50093,2552
1529100301,6/15/2018 22:05,611113284,0.05126,608813699,2299585,52770,0.02507,50399,2372
1529096700,6/15/2018 21:05,611948104,0.05144,609300344,2647760,52648,0.02514,50281,2367
1529093101,6/15/2018 20:05,614351371,0.0515,611503011,2848360,52300,0.02517,49930,2371
1529089501,6/15/2018 19:05,614650749,0.05156,611848468,2802281,52169,0.02518,49792,2377
1529085901,6/15/2018 18:05,614021335,0.05163,611597573,2423762,52329,0.02498,49947,2381
1529082300,6/15/2018 17:05,618180539,0.05163,615975021,2205518,52302,0.02497,49923,2379
1529078700,6/15/2018 16:05,617987553,0.05166,615577798,2409755,52475,0.0248,50036,2438
1529075100,6/15/2018 15:05,618043089,0.0517,615634842,2408247,52407,0.02477,49964,2442
1529071501,6/15/2018 14:05,619110389,0.05174,616671808,2438581,52435,0.02475,50001,2433
1529067901,6/15/2018 13:05,618355440,0.05179,615933857,2421584,52437,0.02473,50024,2413
1529064300,6/15/2018 12:05,619515176,0.05183,617045468,2469708,52241,0.02475,49822,2419
1529060700,6/15/2018 11:05,620011889,0.05185,617144630,2867259,52072,0.02489,49650,2422
1529057100,6/15/2018 10:05,618626109,0.05195,615725677,2900432,52017,0.02497,49592,2425
1529053501,6/15/2018 9:05,620107631,0.05207,617628611,2479020,52037,0.02517,49616,2421
1529049900,6/15/2018 8:05,619358484,0.05219,616892393,2466091,51996,0.0253,49573,2423
1529046300,6/15/2018 7:05,618392537,0.05232,615951747,2440790,51949,0.02542,49501,2447
1529042700,6/15/2018 6:05,620563902,0.05239,618073747,2490155,52031,0.02555,49521,2510
1529039100,6/15/2018 5:05,620217150,0.05246,617755694,2461456,52148,0.02562,49555,2593
1529035500,6/15/2018 4:05,619312876,0.05255,616910675,2402201,52483,0.02574,49832,2652
